,420,122,243,252,458,199,73,Agg
204,DILTIAZEM,NICODERM,PRAVASTATIN SODIUM,CALCIUM CHLORIDE,NEOSTIGMINE,SUBLIMAZE,PRILOCAINE,CLOPIDOGREL
205,ALLOPURINOL,NICOTINE,AZITHROMYCIN,DILTIAZEM,OMEPRAZOLE,SUCCINYLCHOLINE,WARFARIN,BIOTENE
206,SODIUM PHOSPHATE,VANCOMYCIN,METFORMIN,NEOSTIGMINE METHYLSULFATE,NARCAN,TACROLIMUS,FLUTICASONE-SALMETEROL,PNEUMOCOCCAL
207,WARFARIN,NORVASC,NICOTINE,NORMODYNE,NYSTATIN,TAMSULOSIN,POLYETHYLENE GLYCOL,GLARGINE
208,FERROUS,VASOPRESSIN,OMEPRAZOLE,NEXTERONE,NICODERM,TICAGRELOR,SODIUM BICARBONATE,SIMVASTATIN
209,SODIUM POLYSTYRENE SULFONATE,VENTOLIN,TRANSDERM-SCOP,MUPIROCIN,NEOSTIGMINE METHYLSULFATE,TORADOL,GABAPENTIN,GABAPENTIN
210,CITALOPRAM,LOSARTAN,NYSTATIN,NAFCILLIN,NICOTINE,TRAMADOL,MEROPENEM,CEFEPIME
211,ETOMIDATE,ZESTRIL,ULTRAM,NALOXONE,NEURONTIN,TRANDATE,bilirubin_min,MONO-SOD
212,CARVEDILOL,ZOCOR,ADVAIR DISKUS,OPTIRAY,NEXTERONE,TRANSDERM-SCOP,INFLUENZA VAC,PROCHLORPERAZINE
213,CLONIDINE,SIMVASTATIN,NITROPRUSSIDE,NEURONTIN,NORMODYNE,TRAZODONE,AZITHROMYCIN,ALBUTEROL
214,SPIRONOLACTONE,SERTRALINE,NORVASC,NARCAN,NICARDIPINE,ULTRAM,CEFEPIME,IOPAMIDOL
215,race_asian,PHENERGAN,VALIUM,NITROPRUSSIDE,NORCO,VALIUM,DIAZEPAM,DEXAMETHASONE
216,HYDROCHLOROTHIAZIDE,PRINIVIL,NORMODYNE,NITRO-BID,NITROPRUSSIDE,VASOPRESSIN,TRAZODONE,meanbp_max
217,EPINEPHRINE,PHENYLEPHRINE,ALBUMIN,PERCOCET,NORVASC,VENTOLIN,GUAIFENESIN,HALOPERIDOL
218,GLARGINE,PHYTONADIONE,NORCO,NORCO,QUETIAPINE,VITAMIN,LORATADINE,POLYETHYLENE GLYCOL
219,PROCHLORPERAZINE,PIPERACILLIN,VASOPRESSIN,NICARDIPINE,PERCOCET,MAGOX,ALTEPLASE,PRAVASTATIN SODIUM
220,PRAVASTATIN SODIUM,PLASMA-LYTE,RESTORIL,NEOSTIGMINE,PHENERGAN,ZESTRIL,TICAGRELOR,DILTIAZEM
221,PRECEDEX,PLAVIX,VENTOLIN,NORVASC,SODIUM POLYSTYRENE SULFONATE,ZOCOR,potassium_first,SPIRONOLACTONE
222,CALCIUM CHLORIDE,PNEUMOCOCCAL,NITRO-BID,NICODERM,SUBLIMAZE,ZOLPIDEM,SERTRALINE,ROCURONIUM
223,PRILOCAINE,PNU-IMMUNE-23,race_hispanic,NYSTATIN,SUCCINYLCHOLINE,SODIUM PHOSPHATE,race_asian,DIAZEPAM
224,PRINIVIL,POTASSIUM PHOSPHATE,VITAMIN,PRINIVIL,TACROLIMUS,SIMVASTATIN,SPIRONOLACTONE,IBUPROFEN
225,INFUVITE,PRAVASTATIN SODIUM,NICODERM,PHENERGAN,TICAGRELOR,PHENERGAN,PRAVASTATIN SODIUM,CLONAZEPAM
226,CARDIZEM,PRECEDEX,XANAX,PHENYLEPHRINE,TIOTROPIUM,SIMETHICONE,NICOTINE,AMINOCAPROIC ACID
227,BUMINATE,PRILOCAINE,NICARDIPINE,SIMETHICONE,TORADOL,PHYTONADIONE,CALCIUM CARBONATE,SODIUM PHOSPHATE
228,PULMICORT RESPULE,PROCHLORPERAZINE,NEXTERONE,SODIUM PHOSPHATE,TRAMADOL,PLAVIX,TIOTROPIUM,MEROPENEM
229,BUMEX,SEROQUEL,ZESTRIL,SODIUM POLYSTYRENE SULFONATE,TRANDATE,PNEUMOCOCCAL,LOSARTAN,GUAIFENESIN
230,REFRESH P.M. OP OINT,PROMETHAZINE,NEURONTIN,SUBLIMAZE,TRANSDERM-SCOP,PNU-IMMUNE-23,MIDODRINE,TICAGRELOR
231,REGLAN,PROPOFOL,NEOSTIGMINE METHYLSULFATE,SUCCINYLCHOLINE,TRAZODONE,POTASSIUM PHOSPHATE,TACROLIMUS,INSULIN DETEMIR
232,RESTORIL,PULMICORT RESPULE,NEOSTIGMINE,TACROLIMUS,ULTRAM,PRAVASTATIN SODIUM,DILTIAZEM,ALTEPLASE
233,PROMETHAZINE,QUETIAPINE,NARCAN,TIOTROPIUM,VALIUM,PRECEDEX,DIGOXIN,LOSARTAN
234,CATAPRES,REFRESH P.M. OP OINT,ZOCOR,TORADOL,VASOPRESSIN,PRILOCAINE,MEPERIDINE,INFUVITE
235,POLYETHYLENE GLYCOL,REGLAN,OPTIRAY,TRANDATE,VENTOLIN,PRINIVIL,QUETIAPINE,DIGOXIN
236,PNU-IMMUNE-23,RESTORIL,race_asian,TRANSDERM-SCOP,XANAX,PROCHLORPERAZINE,ISOSORBIDE,TACROLIMUS
237,PNEUMOCOCCAL,RINGERS SOLUTION,TRANDATE,ULTRAM,ZESTRIL,PROMETHAZINE,HYDROCHLOROTHIAZIDE,PHYTONADIONE
238,PLAVIX,ROCURONIUM,SIMETHICONE,VALIUM,ZOCOR,PULMICORT RESPULE,TAMSULOSIN,MIDODRINE
239,PLASMA-LYTE,ROXICODONE,REFRESH P.M. OP OINT,VASOPRESSIN,SIMETHICONE,QUETIAPINE,CEPHULAC,INFLUENZA VAC
240,CEPHULAC,SENNOSIDES,QUETIAPINE,VENTOLIN,SERTRALINE,REFRESH P.M. OP OINT,REGLAN,TIOTROPIUM
241,CETIRIZINE,MAALOX,PULMICORT RESPULE,XANAX,SEROQUEL,REGLAN,RESTORIL,PROMETHAZINE
242,CIPROFLOXACIN,DIPHENHYDRAMINE,RINGERS SOLUTION,ZESTRIL,PRILOCAINE,RESTORIL,RINGERS SOLUTION,race_hispanic
243,PHENERGAN,LORAZEPAM,ROCURONIUM,ZOCOR,PHYTONADIONE,RINGERS SOLUTION,ROCURONIUM,CITALOPRAM
244,PERCOCET,CLINDAMYCIN,ROXICODONE,SEROQUEL,PLASMA-LYTE,ROCURONIUM,PULMICORT RESPULE,LANTUS
245,PARENTERAL NUTRITION,CARVEDILOL,NAFCILLIN,ROXICODONE,PLAVIX,ROXICODONE,CETIRIZINE,ETOMIDATE
246,CISATRACURIUM,CATAPRES,SEROQUEL,ROCURONIUM,PNEUMOCOCCAL,SEROQUEL,ROXICODONE,NICOTINE
247,CLINDAMYCIN,CEFAZOLIN,PROCHLORPERAZINE,PRECEDEX,PNU-IMMUNE-23,SERTRALINE,PROMETHAZINE,PRILOCAINE
248,OPTIRAY,CEFEPIME,PRINIVIL,PHYTONADIONE,POLYETHYLENE GLYCOL,XANAX,KEPPRA,QUETIAPINE
249,COMPAZINE,CEFTRIAXONE,PRILOCAINE,PLASMA-LYTE,PRAVASTATIN SODIUM,DIPHENHYDRAMINE,CISATRACURIUM,LORATADINE
250,BUMETANIDE,CEPHULAC,PRECEDEX,PLAVIX,PRECEDEX,MAGNESIUM OXIDE,PRINIVIL,ANTICOAGULANT
251,BIOTENE,CETIRIZINE,POTASSIUM PHOSPHATE,PNEUMOCOCCAL,PRINIVIL,MAGNESIUM HYDROXIDE,CIPROFLOXACIN,SERTRALINE
252,ROXICODONE,CHLORHEXIDINE,REGLAN,PNU-IMMUNE-23,ROXICODONE,CEPHULAC,CATAPRES,ISOSORBIDE
253,AMBIEN,CIPROFLOXACIN,SODIUM PHOSPHATE,POTASSIUM PHOSPHATE,PROCHLORPERAZINE,CETIRIZINE,PRECEDEX,race_asian
254,ZOLPIDEM,CISATRACURIUM,SODIUM POLYSTYRENE SULFONATE,PRAVASTATIN SODIUM,PROPOFOL,CIPROFLOXACIN,CITALOPRAM,CALCIUM CARBONATE
255,ZOCOR,CITALOPRAM,SUBLIMAZE,PRILOCAINE,PULMICORT RESPULE,CISATRACURIUM,POTASSIUM PHOSPHATE,HYDROCHLOROTHIAZIDE
256,ZESTRIL,CLONAZEPAM,SUCCINYLCHOLINE,RINGERS SOLUTION,MINERAL OIL,CITALOPRAM,CLINDAMYCIN,ASCORBIC ACID
257,XANAX,CALCIUM GLUCONATE,PNU-IMMUNE-23,PROCHLORPERAZINE,REFRESH P.M. OP OINT,CLINDAMYCIN,CLONAZEPAM,PNU-IMMUNE-23
258,race_hispanic,CLONIDINE,PLAVIX,PROMETHAZINE,REGLAN,CLONAZEPAM,PNU-IMMUNE-23,PRECEDEX
259,ADVAIR DISKUS,CLOPIDOGREL,PLASMA-LYTE,PULMICORT RESPULE,RESTORIL,CLONIDINE,COMPAZINE,ATENOLOL
260,VENTOLIN,COMPAZINE,TACROLIMUS,QUETIAPINE,RINGERS SOLUTION,CLOPIDOGREL,PLAVIX,APRESOLINE
261,VASOPRESSIN,COREG,PHYTONADIONE,REFRESH P.M. OP OINT,MONO-SOD,COMPAZINE,PLASMA-LYTE,PLAVIX
262,ALTEPLASE,COZAAR,TORADOL,REGLAN,LABETALOL,COREG,COREG,BACITRACIN
263,VALIUM,DECADRON,PHENERGAN,RESTORIL,MINERAL,COZAAR,SEROQUEL,PRINIVIL
264,ULTRAM,DEFINITY,PERCOCET,MOTRIN,CATAPRES,DECADRON,SODIUM POLYSTYRENE SULFONATE,BAYER CHEWABLE
265,ALUM HYDROXIDE,DELTASONE,PARENTERAL NUTRITION,BACITRACIN,CEFEPIME,DEFINITY,SIMETHICONE,PHENERGAN
266,TRANSDERM-SCOP,DEXAMETHASONE,CEFAZOLIN,MONO-SOD,CEFTRIAXONE,DELTASONE,TRANDATE,ATROVENT
267,TRANDATE,DEXMEDETOMIDINE,MERREM,MINERAL OIL,CEPHULAC,DEXAMETHASONE,ZOCOR,GLUCAGEN
268,TORADOL,DEXTROSE,MUPIROCIN,DELTASONE,CETIRIZINE,DEXMEDETOMIDINE,ZESTRIL,PULMICORT RESPULE
269,INSULIN DETEMIR,CARDIZEM,FLUMAZENIL,ATENOLOL,CIPROFLOXACIN,DIAZEPAM,XANAX,TORADOL
270,TIOTROPIUM,CALCIUM CHLORIDE,EPHEDRINE,ASPART,CISATRACURIUM,DIGOXIN,APRESOLINE,ZOCOR
271,TICAGRELOR,DIGOXIN,EPINEPHRINE,DIPRIVAN,CLINDAMYCIN,DILTIAZEM,ASCORBIC ACID,ZESTRIL
272,ANTICOAGULANT,ASCORBIC ACID,ETOMIDATE,ASCORBIC ACID,COMPAZINE,DIPRIVAN,VENTOLIN,XANAX
273,APRESOLINE,race_hispanic,FAMOTIDINE,DOPAMINE,COREG,DOPAMINE,VASOPRESSIN,VENTOLIN
274,SUCCINYLCHOLINE,ADVAIR DISKUS,FAT EMULSION,ECOTRIN,COZAAR,ECOTRIN,ASPART,VASOPRESSIN
275,SUBLIMAZE,ALBUMIN,BUMEX,EPHEDRINE,DECADRON,CATAPRES,VALIUM,VALIUM
276,ASCORBIC ACID,ALLOPURINOL,FLAGYL,EPINEPHRINE,DEFINITY,CARVEDILOL,ULTRAM,ULTRAM
277,ATROPINE,ALPRAZOLAM,FLOMAX,ETOMIDATE,DELTASONE,CARDIZEM,AMINOCAPROIC ACID,TRANSDERM-SCOP
278,ATROVENT,ALTEPLASE,FLUTICASONE-SALMETEROL,APRESOLINE,DEXMEDETOMIDINE,ATENOLOL,TRANSDERM-SCOP,TRANDATE
279,BACITRACIN,ALUM HYDROXIDE,ECOTRIN,FAT EMULSION,DIPRIVAN,ADVAIR DISKUS,ATENOLOL,SUCCINYLCHOLINE
280,BAYER CHEWABLE,AMBIEN,BUMETANIDE,ANTICOAGULANT,DOPAMINE,ALLOPURINOL,CARDIZEM,AMBIEN
281,SIMETHICONE,AMINOCAPROIC ACID,BAYER CHEWABLE,FLAGYL,ECOTRIN,ALPRAZOLAM,TORADOL,SUBLIMAZE
282,SERTRALINE,ANTICOAGULANT,GLUCAGEN,FLOMAX,EPHEDRINE,ALUM HYDROXIDE,AMBIEN,SODIUM POLYSTYRENE SULFONATE
283,SEROQUEL,APRESOLINE,GLUCAGON,FLUMAZENIL,EPINEPHRINE,AMBIEN,ATROVENT,PARENTERAL NUTRITION
284,COREG,ASPART,GLUCOSE,FLUTICASONE-SALMETEROL,CEFAZOLIN,AMINOCAPROIC ACID,BACITRACIN,SIMETHICONE
285,COZAAR,CALCIUM CARBONATE,GLYCOPYRROLATE,AMINOCAPROIC ACID,CARDIZEM,AMLODIPINE,BAYER CHEWABLE,SEROQUEL
286,NORVASC,ATENOLOL,HALDOL,GLUCAGEN,FLAGYL,ANTICOAGULANT,SUCCINYLCHOLINE,ROXICODONE
287,LORATADINE,ATROPINE,HALOPERIDOL,DEFINITY,CALCIUM GLUCONATE,APRESOLINE,SUBLIMAZE,ADVAIR DISKUS
288,LEVOFLOXACIN,ATROVENT,BUMINATE,DECADRON,race_hispanic,ASCORBIC ACID,BIOTENE,RESTORIL
289,GUAIFENESIN,AZITHROMYCIN,DOPAMINE,COZAAR,ADVAIR DISKUS,ATORVASTATIN,PHENYLEPHRINE,REGLAN
290,GLYCOPYRROLATE,BACITRACIN,MOTRIN,CEPHULAC,ALBUMIN,CALCIUM CHLORIDE,BUMETANIDE,PERCOCET
291,LIPITOR,BAYER CHEWABLE,CARDIZEM,BIOTENE,ALTEPLASE,ATROPINE,BUMEX,NICODERM
292,GLUCAGEN,BIOTENE,CEFTRIAXONE,BUMETANIDE,ALUM HYDROXIDE,ATROVENT,BUMINATE,BUMETANIDE
293,FLUTICASONE-SALMETEROL,BISACODYL,CEPHULAC,BUMEX,AMBIEN,AZITHROMYCIN,PHYTONADIONE,KLONOPIN
294,FLUMAZENIL,BUMETANIDE,CETIRIZINE,BUMINATE,AMINOCAPROIC ACID,BACITRACIN,DECADRON,MAGNESIUM CHLORIDE
295,NORMODYNE,BUMEX,CATAPRES,CALCIUM GLUCONATE,ANTICOAGULANT,BAYER CHEWABLE,PHENERGAN,MAALOX
296,LOSARTAN,BUMINATE,CISATRACURIUM,CARDIZEM,APRESOLINE,BIOTENE,IBUPROFEN,COZAAR
297,MAALOX,DIAZEPAM,CITALOPRAM,CATAPRES,ASCORBIC ACID,BUMETANIDE,FLAGYL,DECADRON
298,MAGNESIUM CHLORIDE,DILTIAZEM,CLINDAMYCIN,ATROVENT,ASPART,BUMEX,FLOMAX,LIPITOR
299,MAGNESIUM HYDROXIDE,LORATADINE,CLONAZEPAM,CETIRIZINE,ATROVENT,BUMINATE,FLUMAZENIL,DEFINITY
300,FLOMAX,KETOROLAC,COMPAZINE,COREG,BACITRACIN,CALCIUM CARBONATE,GLUCAGEN,DELTASONE
301,FLAGYL,IBUPROFEN,DIPRIVAN,CHLORHEXIDINE,BAYER CHEWABLE,EPHEDRINE,GLYCOPYRROLATE,DIPRIVAN
302,HALDOL,IMDUR,COREG,CIPROFLOXACIN,BIOTENE,EPINEPHRINE,HALDOL,LEVEMIR
303,LEVEMIR,INFLUENZA VAC,COZAAR,CISATRACURIUM,BUMETANIDE,ETOMIDATE,METFORMIN,LEVAQUIN
304,LEVAQUIN,INFUVITE,DECADRON,CITALOPRAM,BUMEX,LEVAQUIN,MERREM,LANOXIN
305,LANTUS,INSULIN,DEFINITY,CLINDAMYCIN,BUMINATE,KAYCIEL,HUMULIN,DOPAMINE
306,LANOXIN,IOHEXOL,DELTASONE,CLONAZEPAM,CALCIUM CHLORIDE,KAYEXALATE,MEDROL,ECOTRIN
307,HUMULIN,IOPAMIDOL,CALCIUM GLUCONATE,ATROPINE,FAT EMULSION,KEPPRA,MAGOX,EPHEDRINE
308,LACTATED RINGER,ISOSORBIDE,DILTIAZEM,COMPAZINE,FLOMAX,KETOROLAC,MAGNESIUM OXIDE,BUMEX
309,HYDROCODONE,KAYCIEL,CALCIUM CHLORIDE,GLUCAGON,MILK OF MAGNESIA,KLONOPIN,MAGNESIUM CHLORIDE,KEPPRA
310,KLONOPIN,KAYEXALATE,BACITRACIN,GLUCOSE,KLONOPIN,LABETALOL,FAT EMULSION,KAYEXALATE
311,IMDUR,KEPPRA,HUMULIN,GLYCOPYRROLATE,LEVAQUIN,LACTATED RINGER,MAALOX,KAYCIEL
312,KEPPRA,KLONOPIN,ATROVENT,MAGNESIUM CHLORIDE,LEVEMIR,LACTULOSE,IMDUR,EPINEPHRINE
313,KAYEXALATE,HYDROCORTISONE,MAGOX,LEVAQUIN,LEVETIRACETAM,LANOXIN,INFUVITE,IOHEXOL
314,KAYCIEL,LACTATED RINGER,LIDOCAINE,LEVEMIR,LEVOFLOXACIN,LANTUS,LIPITOR,FAT EMULSION
315,ISOSORBIDE,LANOXIN,LIPITOR,LIDOCAINE,LIPITOR,LEVEMIR,INSULIN DETEMIR,IMDUR
316,INFLUENZA VAC,LANTUS,LISPRO,LIPITOR,LORATADINE,IOPAMIDOL,IOHEXOL,FLAGYL
317,IOPAMIDOL,LEVAQUIN,ANTICOAGULANT,race_asian,LOSARTAN,LEVOFLOXACIN,LEVEMIR,FLOMAX
318,IOHEXOL,LEVEMIR,MAALOX,LORATADINE,MAALOX,LEVOTHYROXINE,LEVAQUIN,FLUMAZENIL
319,MAGOX,LEVETIRACETAM,MAGNESIUM CHLORIDE,LOSARTAN,MAGNESIUM CHLORIDE,LIDOCAINE,LANTUS,HUMULIN
320,MEDROL,LEVOFLOXACIN,MAGNESIUM HYDROXIDE,MAALOX,MAGNESIUM HYDROXIDE,LIPITOR,LANOXIN,HALDOL
321,MEPERIDINE,LEVOTHYROXINE,AMINOCAPROIC ACID,BAYER CHEWABLE,MAGOX,LISINOPRIL,KAYCIEL,GLYCOPYRROLATE
322,NAFCILLIN,LIPITOR,MEDROL,LANOXIN,MEDROL,LISPRO,KAYEXALATE,COREG
323,DECADRON,LISINOPRIL,ATROPINE,MAGOX,MEROPENEM,LORATADINE,MILK OF MAGNESIA,MAGNESIUM OXIDE
324,NORCO,LISPRO,MEPERIDINE,MEDROL,MERREM,LOSARTAN,MINERAL OIL,COMPAZINE
325,NITROPRUSSIDE,HYDROMORPHONE,CEFEPIME,MEPERIDINE,METFORMIN,MAALOX,PERCOCET,MAGOX
326,DEFINITY,HYDROCHLOROTHIAZIDE,AMBIEN,MERREM,METHYLPREDNISOLONE,MAGNESIUM CHLORIDE,NITRO-BID,OPTIRAY
327,NITRO-BID,DIPRIVAN,METRONIDAZOLE,METRONIDAZOLE,METRONIDAZOLE,ISOSORBIDE,PARENTERAL NUTRITION,BUMINATE
328,NICOTINE,FLUTICASONE-SALMETEROL,MILK OF MAGNESIA,MIDODRINE,MIDAZOLAM,IOHEXOL,COZAAR,NYSTATIN
329,NICODERM,DOPAMINE,MINERAL,MILK OF MAGNESIA,MIDODRINE,FAT EMULSION,KLONOPIN,NORVASC
330,NICARDIPINE,ECOTRIN,MINERAL OIL,MINERAL,LANOXIN,GLYCOPYRROLATE,OPTIRAY,NORMODYNE
331,NEXTERONE,EPHEDRINE,MONO-SOD,LANTUS,KEPPRA,FERROUS,DEFINITY,NORCO
332,NEURONTIN,EPINEPHRINE,APRESOLINE,LACTULOSE,FLUMAZENIL,FLAGYL,OMEPRAZOLE,CARDIZEM
333,NEOSTIGMINE METHYLSULFATE,ETOMIDATE,ASCORBIC ACID,GUAIFENESIN,KAYEXALATE,FLOMAX,NYSTATIN,CATAPRES
334,NEOSTIGMINE,FAT EMULSION,LEVEMIR,INFUVITE,FLUTICASONE-SALMETEROL,FLUMAZENIL,NORVASC,NITRO-BID
335,NARCAN,FENTANYL,LEVAQUIN,HALDOL,GLARGINE,FLUTICASONE-SALMETEROL,NORMODYNE,NEXTERONE
336,DELTASONE,FERROUS,IBUPROFEN,HALOPERIDOL,GLUCAGEN,GABAPENTIN,DELTASONE,NEURONTIN
337,MUPIROCIN,FLAGYL,IMDUR,AMBIEN,GLUCAGON,GLARGINE,NORCO,NEOSTIGMINE METHYLSULFATE
338,MEROPENEM,FLOMAX,INFLUENZA VAC,HUMULIN,GLYCOPYRROLATE,GLUCAGEN,ADVAIR DISKUS,NEOSTIGMINE
339,MOTRIN,FLUMAZENIL,INFUVITE,HYDROCORTISONE,GUAIFENESIN,GLUCAGON,DIPRIVAN,NARCAN
340,DEXMEDETOMIDINE,FUROSEMIDE,ATENOLOL,IBUPROFEN,HALDOL,GLUCOSE,ETOMIDATE,CEPHULAC
341,MONO-SOD,HYDRALAZINE,INSULIN DETEMIR,IMDUR,HEPARIN,GUAIFENESIN,NICODERM,NAFCILLIN
342,MINERAL OIL,GABAPENTIN,IOHEXOL,INFLUENZA VAC,HUMULIN,INSULIN DETEMIR,DOPAMINE,CETIRIZINE
343,MINERAL,GLARGINE,IOPAMIDOL,INSULIN DETEMIR,HYDROCHLOROTHIAZIDE,HALDOL,NEXTERONE,MOTRIN
344,MILK OF MAGNESIA,GLUCAGEN,KAYCIEL,race_hispanic,HYDROCORTISONE,HALOPERIDOL,NEURONTIN,CIPROFLOXACIN
345,MIDODRINE,GLUCAGON,KAYEXALATE,IOHEXOL,IMDUR,HUMULIN,NEOSTIGMINE METHYLSULFATE,MINERAL OIL
346,DIPRIVAN,GLUCOSE,KEPPRA,ADVAIR DISKUS,INFLUENZA VAC,HYDRALAZINE,NEOSTIGMINE,CISATRACURIUM
347,DOPAMINE,GLYCOPYRROLATE,KETOROLAC,ISOSORBIDE,INFUVITE,HYDROCHLOROTHIAZIDE,NARCAN,MILK OF MAGNESIA
348,ECOTRIN,GUAIFENESIN,KLONOPIN,KAYCIEL,INSULIN DETEMIR,HYDROCODONE,ECOTRIN,CLINDAMYCIN
349,EPHEDRINE,HALDOL,LABETALOL,KAYEXALATE,IOHEXOL,HYDROCORTISONE,NAFCILLIN,METFORMIN
350,FAT EMULSION,HALOPERIDOL,LACTULOSE,KEPPRA,IOPAMIDOL,IBUPROFEN,EPHEDRINE,MERREM
351,METFORMIN,HEPARIN,LANOXIN,KETOROLAC,ISOSORBIDE,IMDUR,MOTRIN,MEPERIDINE
352,MERREM,HUMULIN,LANTUS,KLONOPIN,KAYCIEL,INFLUENZA VAC,EPINEPHRINE,MEDROL
353,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN
