,420,122,243,252,458,199,73,Agg
204,WARFARIN,VALIUM,METFORMIN,LACTATED RINGER,NAFCILLIN,SUBLIMAZE,GUAIFENESIN,ALTEPLASE
205,ETOMIDATE,MEPERIDINE,ALTEPLASE,AMBIEN,NARCAN,SUCCINYLCHOLINE,IOPAMIDOL,POTASSIUM PHOSPHATE
206,CLONIDINE,VANCOMYCIN,MAGNESIUM OXIDE,PHYTONADIONE,NORMODYNE,TACROLIMUS,LACTULOSE,SODIUM BICARBONATE
207,ALLOPURINOL,MILK OF MAGNESIA,SERTRALINE,NICODERM,NORCO,TAMSULOSIN,WARFARIN,DIPHENHYDRAMINE
208,race_asian,VASOPRESSIN,POTASSIUM PHOSPHATE,NARCAN,NITROPRUSSIDE,ZOLPIDEM,SODIUM BICARBONATE,SIMVASTATIN
209,FERROUS,VENTOLIN,PLASMA-LYTE,PHENYLEPHRINE,NEOSTIGMINE METHYLSULFATE,TICAGRELOR,HALOPERIDOL,BIOTENE
210,DIGOXIN,LOSARTAN,PLAVIX,PHENERGAN,NEURONTIN,TIOTROPIUM,ANTICOAGULANT,PNEUMOCOCCAL
211,IBUPROFEN,ZESTRIL,ATENOLOL,PERCOCET,MOTRIN,TORADOL,DIAZEPAM,GABAPENTIN
212,SODIUM PHOSPHATE,ZOCOR,APRESOLINE,NICARDIPINE,NITRO-BID,TRAMADOL,TICAGRELOR,ALLOPURINOL
213,EPINEPHRINE,SIMVASTATIN,ATROPINE,NITRO-BID,PARENTERAL NUTRITION,TRANDATE,SERTRALINE,CLOPIDOGREL
214,CARVEDILOL,SERTRALINE,PHYTONADIONE,NITROPRUSSIDE,NICOTINE,TRANSDERM-SCOP,PRILOCAINE,LOSARTAN
215,SODIUM POLYSTYRENE SULFONATE,PHENERGAN,PNU-IMMUNE-23,NORMODYNE,NICODERM,TRAZODONE,TRAZODONE,PRAVASTATIN SODIUM
216,SPIRONOLACTONE,PRINIVIL,ASCORBIC ACID,NEOSTIGMINE,NICARDIPINE,ZOCOR,CALCIUM CARBONATE,IOPAMIDOL
217,HYDROCHLOROTHIAZIDE,PHENYLEPHRINE,ECOTRIN,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE,ULTRAM,MEROPENEM,PROCHLORPERAZINE
218,GLARGINE,PHYTONADIONE,PHENERGAN,PLASMA-LYTE,PROPOFOL,VALIUM,THIAMINE,ROCURONIUM
219,NEXTERONE,PIPERACILLIN,PERCOCET,OPTIRAY,PERCOCET,VASOPRESSIN,QUETIAPINE,GLARGINE
220,NEOSTIGMINE METHYLSULFATE,PLASMA-LYTE,NICODERM,NALOXONE,PHENERGAN,VENTOLIN,race_asian,DIAZEPAM
221,NICOTINE,PLAVIX,NITRO-BID,NEXTERONE,SIMETHICONE,VITAMIN,LEVOFLOXACIN,SPIRONOLACTONE
222,NICODERM,PNEUMOCOCCAL,BUMETANIDE,NEURONTIN,SODIUM POLYSTYRENE SULFONATE,ZESTRIL,ALPRAZOLAM,DEXAMETHASONE
223,NEOSTIGMINE,PNU-IMMUNE-23,NITROPRUSSIDE,NYSTATIN,SUBLIMAZE,SODIUM PHOSPHATE,AZITHROMYCIN,DILTIAZEM
224,NITRO-BID,POTASSIUM PHOSPHATE,NORCO,NORVASC,SUCCINYLCHOLINE,SIMVASTATIN,LORATADINE,MONO-SOD
225,ZOLPIDEM,PRAVASTATIN SODIUM,BAYER CHEWABLE,NORCO,TACROLIMUS,PERCOCET,PRAVASTATIN SODIUM,TICAGRELOR
226,ZOCOR,PRECEDEX,NORMODYNE,CARDIZEM,TICAGRELOR,SIMETHICONE,TACROLIMUS,INFUVITE
227,NICARDIPINE,PRILOCAINE,NORVASC,PLAVIX,TIOTROPIUM,PHENERGAN,NICOTINE,TIOTROPIUM
228,OPTIRAY,PROCHLORPERAZINE,NYSTATIN,PNEUMOCOCCAL,TORADOL,PHYTONADIONE,LOSARTAN,HALOPERIDOL
229,ZESTRIL,SEROQUEL,OMEPRAZOLE,SODIUM POLYSTYRENE SULFONATE,TRAMADOL,PLAVIX,SPIRONOLACTONE,DIGOXIN
230,NORVASC,PROMETHAZINE,BACITRACIN,SUBLIMAZE,TRANDATE,PNEUMOCOCCAL,DILTIAZEM,GUAIFENESIN
231,NEURONTIN,PROPOFOL,OPTIRAY,SUCCINYLCHOLINE,TRANSDERM-SCOP,POTASSIUM PHOSPHATE,MIDODRINE,PHYTONADIONE
232,NITROPRUSSIDE,PULMICORT RESPULE,ANTICOAGULANT,TACROLIMUS,TRAZODONE,PRAVASTATIN SODIUM,TIOTROPIUM,INSULIN DETEMIR
233,XANAX,QUETIAPINE,ATROVENT,TIOTROPIUM,ULTRAM,PRECEDEX,ATROPINE,MEROPENEM
234,NORCO,REFRESH P.M. OP OINT,PARENTERAL NUTRITION,TORADOL,VALIUM,PRILOCAINE,HYDROCHLOROTHIAZIDE,AMINOCAPROIC ACID
235,NORMODYNE,REGLAN,PRECEDEX,ADVAIR DISKUS,VASOPRESSIN,PRINIVIL,DIGOXIN,IBUPROFEN
236,VENTOLIN,RESTORIL,REFRESH P.M. OP OINT,TRANDATE,VENTOLIN,PROCHLORPERAZINE,ISOSORBIDE,ISOSORBIDE
237,TICAGRELOR,RINGERS SOLUTION,PRILOCAINE,TRANSDERM-SCOP,XANAX,PROMETHAZINE,MEPERIDINE,CLONAZEPAM
238,PARENTERAL NUTRITION,ROCURONIUM,PRINIVIL,ULTRAM,ZESTRIL,PULMICORT RESPULE,TAMSULOSIN,CITALOPRAM
239,PROMETHAZINE,ROXICODONE,SUCCINYLCHOLINE,VALIUM,ZOCOR,QUETIAPINE,PROMETHAZINE,ETOMIDATE
240,SUCCINYLCHOLINE,SENNOSIDES,TACROLIMUS,race_hispanic,SERTRALINE,REFRESH P.M. OP OINT,BUMETANIDE,TACROLIMUS
241,SUBLIMAZE,MAALOX,race_hispanic,VASOPRESSIN,SEROQUEL,REGLAN,PRINIVIL,CALCIUM CARBONATE
242,TORADOL,DIPHENHYDRAMINE,race_asian,VENTOLIN,ROXICODONE,RESTORIL,POTASSIUM PHOSPHATE,INFLUENZA VAC
243,SIMETHICONE,LORAZEPAM,TORADOL,XANAX,PHYTONADIONE,RINGERS SOLUTION,BUMEX,SODIUM PHOSPHATE
244,SERTRALINE,CLINDAMYCIN,TRANDATE,ZESTRIL,PLASMA-LYTE,ROCURONIUM,PRECEDEX,NICOTINE
245,SEROQUEL,CARVEDILOL,TRANSDERM-SCOP,ZOCOR,PLAVIX,ROXICODONE,PULMICORT RESPULE,MIDODRINE
246,ROXICODONE,CATAPRES,ULTRAM,SODIUM PHOSPHATE,PNEUMOCOCCAL,SEROQUEL,BUMINATE,SERTRALINE
247,RESTORIL,CEFAZOLIN,VALIUM,SIMETHICONE,PNU-IMMUNE-23,SERTRALINE,TORADOL,LORATADINE
248,REGLAN,CEFEPIME,VASOPRESSIN,SEROQUEL,POLYETHYLENE GLYCOL,MAGOX,ZESTRIL,PRILOCAINE
249,REFRESH P.M. OP OINT,CEFTRIAXONE,VENTOLIN,PROMETHAZINE,PRAVASTATIN SODIUM,DIPHENHYDRAMINE,CARDIZEM,QUETIAPINE
250,NARCAN,CEPHULAC,VITAMIN,PNU-IMMUNE-23,PRECEDEX,MAGNESIUM OXIDE,BIOTENE,LANTUS
251,TRANDATE,CETIRIZINE,XANAX,POTASSIUM PHOSPHATE,PRILOCAINE,EPHEDRINE,ZOCOR,PROMETHAZINE
252,PULMICORT RESPULE,CHLORHEXIDINE,ZESTRIL,PRAVASTATIN SODIUM,RINGERS SOLUTION,CATAPRES,ADVAIR DISKUS,HYDROCHLOROTHIAZIDE
253,PROCHLORPERAZINE,CIPROFLOXACIN,ZOCOR,PRECEDEX,PRINIVIL,CEPHULAC,PNU-IMMUNE-23,race_hispanic
254,VASOPRESSIN,CISATRACURIUM,SUBLIMAZE,PRILOCAINE,PROCHLORPERAZINE,CETIRIZINE,CATAPRES,ANTICOAGULANT
255,PRINIVIL,CITALOPRAM,ADVAIR DISKUS,PRINIVIL,MINERAL OIL,CIPROFLOXACIN,PLAVIX,race_asian
256,TRANSDERM-SCOP,CLONAZEPAM,SODIUM POLYSTYRENE SULFONATE,PROCHLORPERAZINE,PULMICORT RESPULE,CISATRACURIUM,PLASMA-LYTE,CARDIZEM
257,TIOTROPIUM,CALCIUM GLUCONATE,REGLAN,MUPIROCIN,QUETIAPINE,CITALOPRAM,CEPHULAC,REGLAN
258,PRECEDEX,CLONIDINE,PROCHLORPERAZINE,ROXICODONE,REFRESH P.M. OP OINT,CLINDAMYCIN,PHYTONADIONE,ROXICODONE
259,PRAVASTATIN SODIUM,CLOPIDOGREL,AMINOCAPROIC ACID,PULMICORT RESPULE,REGLAN,CLONAZEPAM,PHENYLEPHRINE,CATAPRES
260,POLYETHYLENE GLYCOL,COMPAZINE,AMBIEN,QUETIAPINE,RESTORIL,CLONIDINE,PHENERGAN,SEROQUEL
261,PNU-IMMUNE-23,COREG,PULMICORT RESPULE,REFRESH P.M. OP OINT,MONO-SOD,CLOPIDOGREL,PERCOCET,CEPHULAC
262,PNEUMOCOCCAL,COZAAR,QUETIAPINE,REGLAN,LANOXIN,COMPAZINE,XANAX,RESTORIL
263,PLAVIX,DECADRON,NEXTERONE,RESTORIL,MINERAL,COREG,ROCURONIUM,CISATRACURIUM
264,ULTRAM,DEFINITY,RESTORIL,RINGERS SOLUTION,CATAPRES,COZAAR,REGLAN,CETIRIZINE
265,PLASMA-LYTE,DELTASONE,SODIUM PHOSPHATE,ROCURONIUM,CEFEPIME,DECADRON,RESTORIL,CIPROFLOXACIN
266,VALIUM,DEXAMETHASONE,RINGERS SOLUTION,NAFCILLIN,CEFTRIAXONE,DEFINITY,ASPART,PULMICORT RESPULE
267,PHENERGAN,DEXMEDETOMIDINE,ROCURONIUM,MEPERIDINE,CEPHULAC,DELTASONE,TRANDATE,CLINDAMYCIN
268,PERCOCET,DEXTROSE,ROXICODONE,MOTRIN,CETIRIZINE,DEXAMETHASONE,TRANSDERM-SCOP,PRINIVIL
269,PRILOCAINE,CARDIZEM,SEROQUEL,FLUMAZENIL,CIPROFLOXACIN,DEXMEDETOMIDINE,ULTRAM,PRECEDEX
270,AMBIEN,CALCIUM CHLORIDE,SIMETHICONE,EPHEDRINE,CISATRACURIUM,DIAZEPAM,ATENOLOL,COMPAZINE
271,NAFCILLIN,DIGOXIN,ALBUMIN,EPINEPHRINE,CLINDAMYCIN,DIGOXIN,VALIUM,COREG
272,CIPROFLOXACIN,ASCORBIC ACID,NICARDIPINE,ETOMIDATE,COMPAZINE,DILTIAZEM,SUCCINYLCHOLINE,SIMETHICONE
273,CLINDAMYCIN,race_hispanic,NAFCILLIN,BIOTENE,COREG,DIPRIVAN,APRESOLINE,LEVEMIR
274,COMPAZINE,ADVAIR DISKUS,NEURONTIN,FAT EMULSION,COZAAR,DOPAMINE,SUBLIMAZE,BUMINATE
275,COREG,ALBUMIN,NEOSTIGMINE METHYLSULFATE,BAYER CHEWABLE,DECADRON,CARVEDILOL,VASOPRESSIN,TRANDATE
276,COZAAR,ALLOPURINOL,DECADRON,FLAGYL,DEFINITY,CARDIZEM,SODIUM POLYSTYRENE SULFONATE,ZOCOR
277,DECADRON,ALPRAZOLAM,COZAAR,FLOMAX,DELTASONE,CALCIUM CHLORIDE,ATROVENT,ZESTRIL
278,DEFINITY,ALTEPLASE,COREG,FLUTICASONE-SALMETEROL,DEXMEDETOMIDINE,ASCORBIC ACID,BACITRACIN,XANAX
279,DELTASONE,ALUM HYDROXIDE,COMPAZINE,ECOTRIN,DIPRIVAN,ADVAIR DISKUS,SIMETHICONE,VENTOLIN
280,race_hispanic,AMBIEN,IBUPROFEN,GLUCAGEN,DOPAMINE,ALLOPURINOL,CETIRIZINE,VASOPRESSIN
281,DEXMEDETOMIDINE,AMINOCAPROIC ACID,IMDUR,GLUCAGON,ECOTRIN,ALPRAZOLAM,SEROQUEL,ADVAIR DISKUS
282,DIPRIVAN,ANTICOAGULANT,INFLUENZA VAC,GLUCOSE,EPHEDRINE,ALUM HYDROXIDE,BAYER CHEWABLE,VALIUM
283,DOPAMINE,APRESOLINE,INFUVITE,GLYCOPYRROLATE,EPINEPHRINE,AMBIEN,ROXICODONE,ULTRAM
284,ECOTRIN,ASPART,CLONAZEPAM,GUAIFENESIN,CEFAZOLIN,AMINOCAPROIC ACID,VENTOLIN,AMBIEN
285,EPHEDRINE,CALCIUM CARBONATE,INSULIN DETEMIR,HALDOL,CARDIZEM,AMLODIPINE,AMINOCAPROIC ACID,TRANSDERM-SCOP
286,FAT EMULSION,ATENOLOL,IOHEXOL,HALOPERIDOL,FLAGYL,ANTICOAGULANT,AMBIEN,APRESOLINE
287,FLAGYL,ATROPINE,IOPAMIDOL,HUMULIN,CALCIUM GLUCONATE,APRESOLINE,ASCORBIC ACID,BUMEX
288,FLOMAX,ATROVENT,CLINDAMYCIN,BUMETANIDE,race_hispanic,ATENOLOL,RINGERS SOLUTION,TORADOL
289,FLUMAZENIL,AZITHROMYCIN,KAYCIEL,DOPAMINE,ADVAIR DISKUS,CALCIUM CARBONATE,PARENTERAL NUTRITION,ASCORBIC ACID
290,CISATRACURIUM,BACITRACIN,KAYEXALATE,MONO-SOD,ALBUMIN,ATORVASTATIN,CITALOPRAM,ATENOLOL
291,ADVAIR DISKUS,BAYER CHEWABLE,KEPPRA,CLONAZEPAM,ALTEPLASE,ATROPINE,CIPROFLOXACIN,ATROVENT
292,GLUCAGEN,BIOTENE,KETOROLAC,CATAPRES,ALUM HYDROXIDE,ATROVENT,FLAGYL,BACITRACIN
293,CETIRIZINE,BISACODYL,HUMULIN,CEPHULAC,AMBIEN,AZITHROMYCIN,MAGNESIUM OXIDE,PNU-IMMUNE-23
294,ANTICOAGULANT,BUMETANIDE,DEFINITY,CETIRIZINE,AMINOCAPROIC ACID,BACITRACIN,ECOTRIN,SUCCINYLCHOLINE
295,APRESOLINE,BUMEX,HALOPERIDOL,CHLORHEXIDINE,ANTICOAGULANT,BAYER CHEWABLE,MAGNESIUM CHLORIDE,SUBLIMAZE
296,ASCORBIC ACID,BUMINATE,FLOMAX,CIPROFLOXACIN,APRESOLINE,BIOTENE,MAALOX,BUMETANIDE
297,ALUM HYDROXIDE,DIAZEPAM,EPINEPHRINE,CISATRACURIUM,ASCORBIC ACID,BUMETANIDE,EPHEDRINE,SODIUM POLYSTYRENE SULFONATE
298,ALTEPLASE,DILTIAZEM,ETOMIDATE,CITALOPRAM,ASPART,BUMEX,EPINEPHRINE,BAYER CHEWABLE
299,ATROPINE,LORATADINE,FAMOTIDINE,CLINDAMYCIN,ATROVENT,BUMINATE,LIPITOR,DIPRIVAN
300,ATROVENT,KETOROLAC,FAT EMULSION,COMPAZINE,BACITRACIN,ECOTRIN,ETOMIDATE,COZAAR
301,BACITRACIN,IBUPROFEN,DOPAMINE,BUMEX,BAYER CHEWABLE,EPINEPHRINE,FAT EMULSION,MEPERIDINE
302,BAYER CHEWABLE,IMDUR,DIPRIVAN,COREG,BIOTENE,MAGNESIUM HYDROXIDE,LEVEMIR,GLUCAGEN
303,BIOTENE,INFLUENZA VAC,FLAGYL,COZAAR,BUMETANIDE,ETOMIDATE,LEVAQUIN,NAFCILLIN
304,BUMETANIDE,INFUVITE,FLUMAZENIL,DECADRON,BUMEX,ISOSORBIDE,LANTUS,GLYCOPYRROLATE
305,BUMEX,INSULIN,HALDOL,DEFINITY,BUMINATE,KAYCIEL,LANOXIN,MOTRIN
306,BUMINATE,IOHEXOL,FLUTICASONE-SALMETEROL,DELTASONE,CALCIUM CHLORIDE,KAYEXALATE,FLOMAX,MINERAL OIL
307,CALCIUM CHLORIDE,IOPAMIDOL,DILTIAZEM,CALCIUM CHLORIDE,FAT EMULSION,KEPPRA,MAGOX,HALDOL
308,CARDIZEM,ISOSORBIDE,DELTASONE,BUMINATE,FLOMAX,KETOROLAC,FLUMAZENIL,MILK OF MAGNESIA
309,CATAPRES,KAYCIEL,GLUCAGEN,DIPRIVAN,MILK OF MAGNESIA,KLONOPIN,KLONOPIN,HUMULIN
310,CEPHULAC,KAYEXALATE,GLUCAGON,BACITRACIN,KLONOPIN,LABETALOL,KEPPRA,IMDUR
311,FLUTICASONE-SALMETEROL,KEPPRA,GLUCOSE,HYDROCORTISONE,LEVAQUIN,LACTATED RINGER,KAYEXALATE,METFORMIN
312,GLYCOPYRROLATE,KLONOPIN,GLYCOPYRROLATE,IBUPROFEN,LEVEMIR,LACTULOSE,KAYCIEL,MERREM
313,MUPIROCIN,HYDROCORTISONE,KLONOPIN,MAGOX,LEVETIRACETAM,LANOXIN,GLUCAGEN,MEDROL
314,LEVOFLOXACIN,LACTATED RINGER,LABETALOL,LIPITOR,LEVOFLOXACIN,LANTUS,IOHEXOL,PLAVIX
315,LORATADINE,LANOXIN,LACTULOSE,ASCORBIC ACID,LIPITOR,LEVAQUIN,INSULIN DETEMIR,MAGOX
316,LOSARTAN,LANTUS,MINERAL OIL,LORATADINE,LORATADINE,LEVEMIR,GLYCOPYRROLATE,IOHEXOL
317,MAALOX,LEVAQUIN,CATAPRES,APRESOLINE,LOSARTAN,LEVOFLOXACIN,INFUVITE,MAGNESIUM OXIDE
318,MAGNESIUM CHLORIDE,LEVEMIR,CARDIZEM,LOSARTAN,MAALOX,LEVOTHYROXINE,HALDOL,KAYCIEL
319,MAGNESIUM HYDROXIDE,LEVETIRACETAM,CALCIUM GLUCONATE,MAALOX,MAGNESIUM CHLORIDE,LIDOCAINE,IMDUR,MAGNESIUM CHLORIDE
320,MAGOX,LEVOFLOXACIN,METRONIDAZOLE,MAGNESIUM CHLORIDE,MAGNESIUM HYDROXIDE,LIPITOR,IBUPROFEN,MAALOX
321,MEDROL,LEVOTHYROXINE,CALCIUM CHLORIDE,ANTICOAGULANT,MAGOX,LISINOPRIL,DOPAMINE,KAYEXALATE
322,MEPERIDINE,LIPITOR,MILK OF MAGNESIA,MEDROL,MEDROL,LISPRO,MEDROL,KEPPRA
323,MEROPENEM,LISINOPRIL,MINERAL,IMDUR,MEROPENEM,LORATADINE,OPTIRAY,KLONOPIN
324,MERREM,LISPRO,MONO-SOD,CALCIUM GLUCONATE,MERREM,LOSARTAN,NEOSTIGMINE METHYLSULFATE,LIPITOR
325,METFORMIN,HYDROMORPHONE,CEFAZOLIN,MERREM,METFORMIN,MAALOX,CISATRACURIUM,LANOXIN
326,MIDODRINE,HYDROCHLOROTHIAZIDE,BUMINATE,AMINOCAPROIC ACID,METHYLPREDNISOLONE,MAGNESIUM CHLORIDE,OMEPRAZOLE,NARCAN
327,MILK OF MAGNESIA,DIPRIVAN,MOTRIN,METRONIDAZOLE,METRONIDAZOLE,IOPAMIDOL,NYSTATIN,NEOSTIGMINE
328,MINERAL,FLUTICASONE-SALMETEROL,MUPIROCIN,MIDODRINE,MIDAZOLAM,IOHEXOL,NORVASC,NEOSTIGMINE METHYLSULFATE
329,MINERAL OIL,DOPAMINE,EPHEDRINE,MILK OF MAGNESIA,MIDODRINE,INSULIN DETEMIR,NORMODYNE,NEURONTIN
330,MONO-SOD,ECOTRIN,BUMEX,MINERAL,LABETALOL,GLUCOSE,HUMULIN,DECADRON
331,MOTRIN,EPHEDRINE,NARCAN,MINERAL OIL,KEPPRA,FAT EMULSION,NORCO,DEFINITY
332,LIPITOR,EPINEPHRINE,NEOSTIGMINE,LIDOCAINE,FLUMAZENIL,FERROUS,CLINDAMYCIN,DELTASONE
333,LEVEMIR,ETOMIDATE,MERREM,ASPART,KAYEXALATE,FLAGYL,NITRO-BID,LEVAQUIN
334,GUAIFENESIN,FAT EMULSION,MEPERIDINE,race_asian,FLUTICASONE-SALMETEROL,FLOMAX,NICODERM,PHENERGAN
335,LEVAQUIN,FENTANYL,LANOXIN,LEVEMIR,GLARGINE,FLUMAZENIL,CLONAZEPAM,PERCOCET
336,HALDOL,FERROUS,LIPITOR,INFLUENZA VAC,GLUCAGEN,FLUTICASONE-SALMETEROL,NEXTERONE,PARENTERAL NUTRITION
337,HUMULIN,FLAGYL,LANTUS,INFUVITE,GLUCAGON,GABAPENTIN,NEURONTIN,DOPAMINE
338,HYDROCODONE,FLOMAX,LEVAQUIN,ATROVENT,GLYCOPYRROLATE,GLARGINE,NEOSTIGMINE,OPTIRAY
339,IMDUR,FLUMAZENIL,LEVEMIR,INSULIN DETEMIR,GUAIFENESIN,GLUCAGEN,DIPRIVAN,ECOTRIN
340,INFLUENZA VAC,FUROSEMIDE,CITALOPRAM,IOHEXOL,HALDOL,GLUCAGON,NARCAN,EPHEDRINE
341,INFUVITE,HYDRALAZINE,CISATRACURIUM,ATROPINE,HEPARIN,GLYCOPYRROLATE,COMPAZINE,NYSTATIN
342,INSULIN DETEMIR,GABAPENTIN,CETIRIZINE,ISOSORBIDE,HUMULIN,INFLUENZA VAC,NAFCILLIN,NORVASC
343,IOHEXOL,GLARGINE,LIDOCAINE,KAYCIEL,HYDROCHLOROTHIAZIDE,GUAIFENESIN,COREG,NORMODYNE
344,IOPAMIDOL,GLUCAGEN,LISPRO,KAYEXALATE,HYDROCORTISONE,HALDOL,MOTRIN,EPINEPHRINE
345,ISOSORBIDE,GLUCAGON,MEDROL,KEPPRA,IMDUR,HALOPERIDOL,COZAAR,NORCO
346,KAYCIEL,GLUCOSE,CEPHULAC,KETOROLAC,INFLUENZA VAC,HUMULIN,DECADRON,FAT EMULSION
347,KAYEXALATE,GLYCOPYRROLATE,CEFTRIAXONE,KLONOPIN,INFUVITE,HYDRALAZINE,MINERAL OIL,FLAGYL
348,KEPPRA,GUAIFENESIN,MAALOX,ATENOLOL,INSULIN DETEMIR,HYDROCHLOROTHIAZIDE,DEFINITY,NITRO-BID
349,KLONOPIN,HALDOL,MAGNESIUM CHLORIDE,LACTULOSE,IOHEXOL,HYDROCODONE,MILK OF MAGNESIA,FLOMAX
350,LACTATED RINGER,HALOPERIDOL,MAGNESIUM HYDROXIDE,LANOXIN,IOPAMIDOL,HYDROCORTISONE,DELTASONE,NICODERM
351,LANOXIN,HEPARIN,CEFEPIME,LANTUS,ISOSORBIDE,IBUPROFEN,METFORMIN,FLUMAZENIL
352,LANTUS,HUMULIN,MAGOX,LEVAQUIN,KAYCIEL,IMDUR,MERREM,NEXTERONE
353,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN
