,420,122,243,252,458,199,73,Agg
204,NEXTERONE,ONDANSETRON,SIMETHICONE,NEOSTIGMINE,THIAMINE,NYSTATIN,NICARDIPINE,DIGOXIN
205,NICARDIPINE,POLYETHYLENE GLYCOL,SODIUM PHOSPHATE,NEOSTIGMINE METHYLSULFATE,TICAGRELOR,SIMVASTATIN,PREDNISONE,IPRATROPIUM
206,NORCO,NORCO,SODIUM POLYSTYRENE SULFONATE,NEURONTIN,NITRO-BID,PHENERGAN,ISOSORBIDE,LORAZEPAM
207,NORMODYNE,NOREPINEPHRINE,SPIRONOLACTONE,ULTRAM,NORCO,PRINIVIL,DEXTROSE,TRAMADOL
208,NORVASC,MORPHINE,NICOTINE,TORADOL,NITROGLYCERIN,NORMODYNE,INFLUENZA VAC,PROMETHAZINE
209,NEOSTIGMINE,POTASSIUM PHOSPHATE,METFORMIN,NORCO,VITAMIN,NEOSTIGMINE,TACROLIMUS,TICAGRELOR
210,ALLOPURINOL,PRAVASTATIN SODIUM,NITRO-BID,MUPIROCIN,TIOTROPIUM,NORVASC,MEPERIDINE,LEVOFLOXACIN
211,GLARGINE,PRECEDEX,SUBLIMAZE,NAFCILLIN,TORADOL,NITROPRUSSIDE,LIDOCAINE,ALLOPURINOL
212,NICOTINE,NITROPRUSSIDE,SUCCINYLCHOLINE,NALOXONE,NORVASC,NORCO,SPIRONOLACTONE,GABAPENTIN
213,MUPIROCIN,PRILOCAINE,TACROLIMUS,NARCAN,NORMODYNE,PANTOPRAZOLE,MONO-SOD,race_asian
214,NARCAN,NICOTINE,ALUM HYDROXIDE,SODIUM POLYSTYRENE SULFONATE,NICOTINE,PHYTONADIONE,LOSARTAN,DIAZEPAM
215,ZESTRIL,NITRO-BID,NYSTATIN,REFRESH P.M. OP OINT,TRAMADOL,PLASMA-LYTE,HYDROCORTISONE,TAMSULOSIN
216,MEROPENEM,SENNOSIDES,NITROPRUSSIDE,PRECEDEX,NITROPRUSSIDE,PLAVIX,NOREPINEPHRINE,NALOXONE
217,MERREM,PRINIVIL,NICODERM,PRILOCAINE,TRANDATE,PNEUMOCOCCAL,race_hispanic,SODIUM PHOSPHATE
218,METFORMIN,PROCHLORPERAZINE,TAMSULOSIN,MOTRIN,TRANSDERM-SCOP,NITRO-BID,GLARGINE,WARFARIN
219,ZOLPIDEM,PROMETHAZINE,TIOTROPIUM,PRINIVIL,TRAZODONE,PNU-IMMUNE-23,PHENYLEPHRINE,AMINOCAPROIC ACID
220,ZOCOR,NICODERM,TORADOL,PROCHLORPERAZINE,NEXTERONE,POTASSIUM PHOSPHATE,PHENERGAN,race_hispanic
221,METRONIDAZOLE,PROPOFOL,TRANDATE,PROMETHAZINE,NYSTATIN,NICOTINE,PARENTERAL NUTRITION,PNEUMOCOCCAL
222,MIDODRINE,PULMICORT RESPULE,TRANSDERM-SCOP,MINERAL OIL,NICARDIPINE,OPTIRAY,PERCOCET,CALCIUM CARBONATE
223,NALOXONE,QUETIAPINE,PROPOFOL,MONO-SOD,ULTRAM,PARENTERAL NUTRITION,COMPAZINE,ATROPINE
224,MILK OF MAGNESIA,NEOSTIGMINE METHYLSULFATE,TRAZODONE,TRANDATE,VALIUM,PRAVASTATIN SODIUM,PHYTONADIONE,INFLUENZA VAC
225,MINERAL,NEURONTIN,VALIUM,SUCCINYLCHOLINE,LORATADINE,NEURONTIN,PLAVIX,DEXMEDETOMIDINE
226,MINERAL OIL,NORMODYNE,VASOPRESSIN,TRAZODONE,VASOPRESSIN,NICARDIPINE,APRESOLINE,ETOMIDATE
227,MONO-SOD,NICARDIPINE,VENTOLIN,MIDODRINE,NEURONTIN,NEXTERONE,PNU-IMMUNE-23,PHYTONADIONE
228,XANAX,REFRESH P.M. OP OINT,FERROUS,MILK OF MAGNESIA,ROXICODONE,NEOSTIGMINE METHYLSULFATE,POLYETHYLENE GLYCOL,SODIUM POLYSTYRENE SULFONATE
229,MOTRIN,NEOSTIGMINE,VITAMIN,MINERAL,NEOSTIGMINE,PRECEDEX,AMINOCAPROIC ACID,GUAIFENESIN
230,VENTOLIN,MUPIROCIN,WARFARIN,PULMICORT RESPULE,NEOSTIGMINE METHYLSULFATE,PREDNISONE,POTASSIUM PHOSPHATE,NEOSTIGMINE
231,NAFCILLIN,NAFCILLIN,XANAX,QUETIAPINE,OMEPRAZOLE,PRILOCAINE,PLASMA-LYTE,MILK OF MAGNESIA
232,NYSTATIN,REGLAN,ZESTRIL,REGLAN,RINGERS SOLUTION,NICODERM,OPTIRAY,MIDODRINE
233,VASOPRESSIN,RESTORIL,ZOCOR,RESTORIL,PARENTERAL NUTRITION,PROCHLORPERAZINE,NICODERM,PARENTERAL NUTRITION
234,PROMETHAZINE,RINGERS SOLUTION,ZOLPIDEM,RINGERS SOLUTION,RESTORIL,SIMETHICONE,MOTRIN,MINERAL
235,SUCCINYLCHOLINE,NEXTERONE,SEROQUEL,ROCURONIUM,PHENERGAN,PROMETHAZINE,NAFCILLIN,PERCOCET
236,PRILOCAINE,ROCURONIUM,ROCURONIUM,ROXICODONE,ZOCOR,PROPOFOL,NALOXONE,ADVAIR DISKUS
237,SUBLIMAZE,NARCAN,OPTIRAY,SUBLIMAZE,PHYTONADIONE,DEXTROSE,NARCAN,OPTIRAY
238,PRINIVIL,NALOXONE,RINGERS SOLUTION,SEROQUEL,PIPERACILLIN,PULMICORT RESPULE,NEOSTIGMINE,NYSTATIN
239,SPIRONOLACTONE,ROXICODONE,PARENTERAL NUTRITION,SPIRONOLACTONE,PLASMA-LYTE,QUETIAPINE,NEOSTIGMINE METHYLSULFATE,MINERAL OIL
240,PROCHLORPERAZINE,LEVOFLOXACIN,PERCOCET,SIMETHICONE,ZESTRIL,REFRESH P.M. OP OINT,NEURONTIN,NITRO-BID
241,PULMICORT RESPULE,DIPHENHYDRAMINE,PHENERGAN,PRAVASTATIN SODIUM,PLAVIX,REGLAN,NEXTERONE,NEOSTIGMINE METHYLSULFATE
242,PRECEDEX,LEVEMIR,PHYTONADIONE,POTASSIUM PHOSPHATE,PNEUMOCOCCAL,RESTORIL,NICOTINE,NEURONTIN
243,REFRESH P.M. OP OINT,FOLIC ACID,PLASMA-LYTE,TACROLIMUS,PNU-IMMUNE-23,RINGERS SOLUTION,AMBIEN,NEXTERONE
244,REGLAN,CEFTRIAXONE,PLAVIX,PNU-IMMUNE-23,POLYETHYLENE GLYCOL,ROCURONIUM,NITRO-BID,NARCAN
245,RESTORIL,BISACODYL,PNU-IMMUNE-23,NORMODYNE,POTASSIUM PHOSPHATE,ROXICODONE,NORCO,NICODERM
246,SODIUM PHOSPHATE,BUMETANIDE,POTASSIUM PHOSPHATE,NORVASC,PRAVASTATIN SODIUM,SEROQUEL,NORMODYNE,NICOTINE
247,ROXICODONE,IPRATROPIUM,PRAVASTATIN SODIUM,NYSTATIN,PRECEDEX,SERTRALINE,NORVASC,NORCO
248,SEROQUEL,BUMEX,PRECEDEX,TIOTROPIUM,PREDNISONE,LISINOPRIL,NYSTATIN,NORMODYNE
249,TICAGRELOR,BUMINATE,PREDNISONE,OPTIRAY,PRILOCAINE,DIPHENHYDRAMINE,OMEPRAZOLE,NORVASC
250,PRAVASTATIN SODIUM,CALCIUM CARBONATE,PRILOCAINE,OXYCODONE,PRINIVIL,LIDOCAINE,ASCORBIC ACID,NAFCILLIN
251,MEDROL,CALCIUM CHLORIDE,PRINIVIL,PARENTERAL NUTRITION,PROCHLORPERAZINE,BIOTENE,PRECEDEX,MOTRIN
252,TRAZODONE,CALCIUM GLUCONATE,PROMETHAZINE,PERCOCET,PROPOFOL,BUMETANIDE,ADVAIR DISKUS,PHENERGAN
253,OPTIRAY,CARDIZEM,PULMICORT RESPULE,PHENERGAN,PULMICORT RESPULE,BUMEX,SUCCINYLCHOLINE,PRAVASTATIN SODIUM
254,SERTRALINE,CARVEDILOL,QUETIAPINE,PHENYLEPHRINE,XANAX,BUMINATE,TICAGRELOR,SUCCINYLCHOLINE
255,PARENTERAL NUTRITION,CATAPRES,REFRESH P.M. OP OINT,PHYTONADIONE,QUETIAPINE,CALCIUM CARBONATE,TORADOL,TIOTROPIUM
256,PERCOCET,CEFAZOLIN,REGLAN,THIAMINE,REFRESH P.M. OP OINT,CALCIUM CHLORIDE,TRANDATE,TORADOL
257,PHENERGAN,CEFEPIME,RESTORIL,PLASMA-LYTE,REGLAN,CARDIZEM,TRANSDERM-SCOP,TRANDATE
258,PHENYLEPHRINE,CEPHULAC,ULTRAM,PLAVIX,PERCOCET,CARVEDILOL,TRAZODONE,TRANSDERM-SCOP
259,VALIUM,BAYER CHEWABLE,CEPHULAC,TAMSULOSIN,LIPITOR,CATAPRES,ULTRAM,TRAZODONE
260,ULTRAM,CETIRIZINE,BUMEX,PNEUMOCOCCAL,LIDOCAINE,CEPHULAC,VALIUM,ULTRAM
261,PLASMA-LYTE,CHLORHEXIDINE,BUMINATE,VENTOLIN,BUMINATE,CETIRIZINE,VASOPRESSIN,VALIUM
262,TIOTROPIUM,CIPROFLOXACIN,CALCIUM CARBONATE,LIPITOR,CALCIUM CARBONATE,CIPROFLOXACIN,VENTOLIN,VASOPRESSIN
263,PLAVIX,CISATRACURIUM,CALCIUM CHLORIDE,LIDOCAINE,CALCIUM CHLORIDE,CISATRACURIUM,race_asian,VENTOLIN
264,PNEUMOCOCCAL,CITALOPRAM,CARDIZEM,CALCIUM CHLORIDE,CALCIUM GLUCONATE,CITALOPRAM,XANAX,XANAX
265,PNU-IMMUNE-23,CLINDAMYCIN,CATAPRES,CALCIUM GLUCONATE,CARDIZEM,CLINDAMYCIN,ZESTRIL,ZESTRIL
266,TRANSDERM-SCOP,CLONAZEPAM,CEFAZOLIN,CARDIZEM,CARVEDILOL,CLONAZEPAM,ZOCOR,ZOCOR
267,POLYETHYLENE GLYCOL,CLONIDINE,CEFEPIME,CATAPRES,CATAPRES,CLOPIDOGREL,SUBLIMAZE,SUBLIMAZE
268,TRANDATE,CLOPIDOGREL,CEFTRIAXONE,CEFEPIME,CEFAZOLIN,COMPAZINE,PRINIVIL,PLAVIX
269,TRAMADOL,COMPAZINE,CETIRIZINE,CEFTRIAXONE,CEFEPIME,COREG,PROMETHAZINE,SIMETHICONE
270,TORADOL,COREG,BIOTENE,CEPHULAC,CEFTRIAXONE,COZAAR,PULMICORT RESPULE,PNU-IMMUNE-23
271,MEPERIDINE,COZAAR,CIPROFLOXACIN,CETIRIZINE,CEPHULAC,DECADRON,QUETIAPINE,POTASSIUM PHOSPHATE
272,MAGOX,BIOTENE,CISATRACURIUM,CHLORHEXIDINE,CETIRIZINE,DEFINITY,REFRESH P.M. OP OINT,PRECEDEX
273,CLONIDINE,BACITRACIN,CITALOPRAM,CIPROFLOXACIN,CIPROFLOXACIN,BISACODYL,REGLAN,PRINIVIL
274,CALCIUM CHLORIDE,DEFINITY,CLINDAMYCIN,CISATRACURIUM,CISATRACURIUM,BAYER CHEWABLE,RESTORIL,PULMICORT RESPULE
275,CARDIZEM,ALPRAZOLAM,CLONAZEPAM,CITALOPRAM,CLINDAMYCIN,DEXAMETHASONE,RINGERS SOLUTION,QUETIAPINE
276,CATAPRES,race_asian,CLONIDINE,CLINDAMYCIN,CLONAZEPAM,BACITRACIN,ROCURONIUM,REFRESH P.M. OP OINT
277,CEPHULAC,race_hispanic,COMPAZINE,CLONAZEPAM,CLONIDINE,race_asian,ROXICODONE,REGLAN
278,CETIRIZINE,ADVAIR DISKUS,COREG,CLONIDINE,COMPAZINE,race_black,SENNOSIDES,RESTORIL
279,CIPROFLOXACIN,ALBUMIN,COZAAR,CLOPIDOGREL,COREG,race_hispanic,SEROQUEL,RINGERS SOLUTION
280,CISATRACURIUM,ALBUTEROL,DECADRON,COMPAZINE,COZAAR,electivesurgery,SIMETHICONE,ROCURONIUM
281,CLINDAMYCIN,ALLOPURINOL,DEFINITY,COREG,DECADRON,race_other,SODIUM POLYSTYRENE SULFONATE,ROXICODONE
282,COMPAZINE,ALTEPLASE,BUMETANIDE,COZAAR,DEFINITY,ADVAIR DISKUS,ASPART,SEROQUEL
283,BUMINATE,AZITHROMYCIN,BAYER CHEWABLE,DECADRON,DELTASONE,ALBUTEROL,MINERAL OIL,SERTRALINE
284,COREG,ALUM HYDROXIDE,DEXAMETHASONE,DEFINITY,BUMEX,ALLOPURINOL,INFUVITE,METRONIDAZOLE
285,COZAAR,AMBIEN,ALTEPLASE,DELTASONE,BUMETANIDE,ALPRAZOLAM,CETIRIZINE,MAALOX
286,DECADRON,AMINOCAPROIC ACID,race_asian,DEXAMETHASONE,race_asian,ALUM HYDROXIDE,FLAGYL,METHYLPREDNISOLONE
287,DEFINITY,AMLODIPINE,race_hispanic,BUMINATE,race_hispanic,AMBIEN,FLOMAX,COREG
288,DELTASONE,ANTICOAGULANT,race_other,BUMEX,ADVAIR DISKUS,AMINOCAPROIC ACID,FLUMAZENIL,COZAAR
289,DEXMEDETOMIDINE,APRESOLINE,ADVAIR DISKUS,AMINOCAPROIC ACID,ALBUMIN,AMLODIPINE,CEPHULAC,DECADRON
290,DIPRIVAN,ASCORBIC ACID,ALBUMIN,race_asian,ALLOPURINOL,ANTICOAGULANT,CEFEPIME,DEFINITY
291,DOPAMINE,ASPART,ALLOPURINOL,race_black,ALTEPLASE,APRESOLINE,GLUCAGEN,DELTASONE
292,CALCIUM CARBONATE,ATENOLOL,AMBIEN,race_hispanic,ALUM HYDROXIDE,ASCORBIC ACID,CATAPRES,DIPRIVAN
293,BUMEX,ATROPINE,BACITRACIN,race_other,AMBIEN,ATENOLOL,CARDIZEM,DOPAMINE
294,EPHEDRINE,ATROVENT,AMINOCAPROIC ACID,ADVAIR DISKUS,AMINOCAPROIC ACID,ATORVASTATIN,GLYCOPYRROLATE,ECOTRIN
295,ANTICOAGULANT,DECADRON,AMIODARONE,ALPRAZOLAM,AMLODIPINE,ATROPINE,HALDOL,EPHEDRINE
296,race_asian,DELTASONE,ANTICOAGULANT,ALUM HYDROXIDE,BIOTENE,ATROVENT,HUMULIN,EPINEPHRINE
297,race_hispanic,LEVAQUIN,APRESOLINE,AMBIEN,ANTICOAGULANT,AZITHROMYCIN,HYDROCHLOROTHIAZIDE,FAT EMULSION
298,race_other,INSULIN DETEMIR,ASCORBIC ACID,BUMETANIDE,APRESOLINE,DELTASONE,IBUPROFEN,FLAGYL
299,ADVAIR DISKUS,HALOPERIDOL,ATENOLOL,ANTICOAGULANT,ASCORBIC ACID,DEXMEDETOMIDINE,IMDUR,FLOMAX
300,ALPRAZOLAM,HEPARIN,ATROPINE,APRESOLINE,ASPART,LEVOTHYROXINE,FAT EMULSION,COMPAZINE
301,ALTEPLASE,HUMULIN,ATROVENT,ASCORBIC ACID,ATENOLOL,HYDRALAZINE,CIPROFLOXACIN,ATROVENT
302,ALUM HYDROXIDE,HYDRALAZINE,AZITHROMYCIN,ASPART,ATROPINE,HYDROCODONE,CITALOPRAM,AZITHROMYCIN
303,AMBIEN,HYDROCHLOROTHIAZIDE,DELTASONE,ATENOLOL,ATROVENT,HYDROCORTISONE,COZAAR,BACITRACIN
304,APRESOLINE,HYDROCORTISONE,LISPRO,ATROPINE,AZITHROMYCIN,HYDROMORPHONE,DECADRON,BAYER CHEWABLE
305,BUMETANIDE,HYDROMORPHONE,KAYEXALATE,ATROVENT,BACITRACIN,IBUPROFEN,DEFINITY,ATENOLOL
306,ASCORBIC ACID,IBUPROFEN,HYDROMORPHONE,BACITRACIN,BAYER CHEWABLE,IMDUR,DELTASONE,BUMETANIDE
307,ATENOLOL,IMDUR,IBUPROFEN,BAYER CHEWABLE,DEXAMETHASONE,INFLUENZA VAC,CLONAZEPAM,BUMEX
308,ATROPINE,INFLUENZA VAC,IMDUR,BIOTENE,DEXMEDETOMIDINE,INFUVITE,CLINDAMYCIN,BUMINATE
309,ATROVENT,INFUVITE,INFLUENZA VAC,DEXMEDETOMIDINE,DIAZEPAM,INSULIN DETEMIR,DILTIAZEM,CARDIZEM
310,BAYER CHEWABLE,INSULIN,INFUVITE,DIAZEPAM,KAYEXALATE,IOHEXOL,ETOMIDATE,CLINDAMYCIN
311,BIOTENE,IOHEXOL,INSULIN DETEMIR,ISOSORBIDE,IMDUR,IOPAMIDOL,CISATRACURIUM,ASCORBIC ACID
312,ECOTRIN,GUAIFENESIN,IOHEXOL,HYDROCORTISONE,INFLUENZA VAC,ISOSORBIDE,DIPRIVAN,CATAPRES
313,EPINEPHRINE,IOPAMIDOL,IOPAMIDOL,IBUPROFEN,INFUVITE,KAYCIEL,DOPAMINE,APRESOLINE
314,MAGNESIUM OXIDE,ISOSORBIDE,KAYCIEL,IMDUR,INSULIN DETEMIR,KAYEXALATE,ECOTRIN,CEPHULAC
315,LEVAQUIN,KAYCIEL,KEPPRA,INFLUENZA VAC,IOHEXOL,KEPPRA,EPHEDRINE,CETIRIZINE
316,ISOSORBIDE,KAYEXALATE,HUMULIN,INFUVITE,IOPAMIDOL,KETOROLAC,EPINEPHRINE,CIPROFLOXACIN
317,KAYCIEL,KEPPRA,KETOROLAC,INSULIN DETEMIR,IPRATROPIUM,KLONOPIN,BUMINATE,CISATRACURIUM
318,KAYEXALATE,KETOROLAC,KLONOPIN,IOHEXOL,ISOSORBIDE,LABETALOL,MILK OF MAGNESIA,CITALOPRAM
319,KEPPRA,KLONOPIN,LABETALOL,IOPAMIDOL,KAYCIEL,LACTATED RINGER,INSULIN DETEMIR,FLUMAZENIL
320,KLONOPIN,LACTATED RINGER,LACTULOSE,KAYCIEL,KEPPRA,LACTULOSE,BAYER CHEWABLE,FLUTICASONE-SALMETEROL
321,LACTATED RINGER,LACTULOSE,LANOXIN,HUMULIN,KLONOPIN,LANOXIN,MAALOX,AMBIEN
322,LANOXIN,LANOXIN,LANTUS,KAYEXALATE,LABETALOL,LANTUS,MAGNESIUM CHLORIDE,LACTULOSE
323,LANTUS,LANTUS,LEVAQUIN,KEPPRA,LACTULOSE,LEVAQUIN,MAGNESIUM OXIDE,LANOXIN
324,LEVEMIR,HALDOL,LEVEMIR,KETOROLAC,LANOXIN,LEVEMIR,BACITRACIN,LEVAQUIN
325,IOPAMIDOL,GLYCOPYRROLATE,LEVETIRACETAM,KLONOPIN,LEVAQUIN,LEVOFLOXACIN,MAGOX,LEVEMIR
326,LEVOFLOXACIN,DEXAMETHASONE,LIDOCAINE,LACTULOSE,LEVEMIR,HYDROCHLOROTHIAZIDE,MEDROL,LIPITOR
327,LIPITOR,ETOMIDATE,LIPITOR,LANOXIN,LEVETIRACETAM,HUMULIN,AZITHROMYCIN,LOSARTAN
328,LORATADINE,DEXMEDETOMIDINE,HYDROCHLOROTHIAZIDE,LANTUS,LEVOFLOXACIN,DIAZEPAM,MERREM,KLONOPIN
329,LOSARTAN,DEXTROSE,DIGOXIN,LEVAQUIN,HYDROCORTISONE,HALOPERIDOL,METFORMIN,MAGNESIUM CHLORIDE
330,MAALOX,DIAZEPAM,FLAGYL,LEVEMIR,DIGOXIN,DIGOXIN,ATROVENT,MAGNESIUM OXIDE
331,MAGNESIUM CHLORIDE,DIGOXIN,DILTIAZEM,FLAGYL,FLAGYL,DILTIAZEM,ATROPINE,MAGOX
332,MAGNESIUM HYDROXIDE,DILTIAZEM,DIPRIVAN,DIPRIVAN,DIPRIVAN,DIPRIVAN,ATENOLOL,MEDROL
333,IOHEXOL,DIPRIVAN,DOPAMINE,DOPAMINE,DOPAMINE,DOPAMINE,COREG,MERREM
334,FAT EMULSION,DOCUSATE,ECOTRIN,ECOTRIN,ECOTRIN,ECOTRIN,MIDODRINE,METFORMIN
335,GUAIFENESIN,DOPAMINE,ENOXAPARIN,ENOXAPARIN,ENOXAPARIN,EPHEDRINE,LORATADINE,KETOROLAC
336,FERROUS,ECOTRIN,EPHEDRINE,EPHEDRINE,EPHEDRINE,EPINEPHRINE,BIOTENE,ALTEPLASE
337,FLAGYL,EPHEDRINE,EPINEPHRINE,EPINEPHRINE,EPINEPHRINE,ETOMIDATE,KLONOPIN,GLUCAGEN
338,FLOMAX,EPINEPHRINE,ETOMIDATE,ETOMIDATE,FAT EMULSION,FAT EMULSION,IOHEXOL,GLYCOPYRROLATE
339,FLUMAZENIL,FAMOTIDINE,FAMOTIDINE,FAT EMULSION,FENTANYL,FERROUS,IOPAMIDOL,HALDOL
340,FLUTICASONE-SALMETEROL,GLUCOSE,FAT EMULSION,FERROUS,FERROUS,FLAGYL,BUMEX,HALOPERIDOL
341,GLUCAGEN,FAT EMULSION,FENTANYL,FLOMAX,FLOMAX,FLOMAX,BUMETANIDE,HUMULIN
342,GLUCOSE,FENTANYL,FLOMAX,HALOPERIDOL,HUMULIN,FLUMAZENIL,KAYCIEL,HYDROCHLOROTHIAZIDE
343,HALDOL,FERROUS,HALOPERIDOL,FLUMAZENIL,FLUMAZENIL,FLUTICASONE-SALMETEROL,KAYEXALATE,IBUPROFEN
344,INSULIN DETEMIR,FLAGYL,FLUMAZENIL,FLUTICASONE-SALMETEROL,FLUTICASONE-SALMETEROL,FOLIC ACID,KEPPRA,KEPPRA
345,HALOPERIDOL,FLOMAX,FLUTICASONE-SALMETEROL,FOLIC ACID,GLARGINE,GABAPENTIN,KETOROLAC,IMDUR
346,HUMULIN,FLUMAZENIL,FOLIC ACID,GABAPENTIN,GLUCAGEN,GLARGINE,LIPITOR,INFUVITE
347,HYDROCHLOROTHIAZIDE,FLUTICASONE-SALMETEROL,GLUCAGEN,GLUCAGEN,GLUCAGON,GLUCAGEN,LACTULOSE,INSULIN DETEMIR
348,HYDROCODONE,FUROSEMIDE,GLUCAGON,GLUCAGON,GLYCOPYRROLATE,GLUCAGON,LANOXIN,IOHEXOL
349,IBUPROFEN,GABAPENTIN,GLUCOSE,GLUCOSE,GUAIFENESIN,GLUCOSE,LANTUS,IOPAMIDOL
350,IMDUR,GLARGINE,GLYCOPYRROLATE,GLYCOPYRROLATE,HALDOL,GLYCOPYRROLATE,LEVAQUIN,ISOSORBIDE
351,INFLUENZA VAC,GLUCAGEN,GUAIFENESIN,GUAIFENESIN,HALOPERIDOL,GUAIFENESIN,LEVEMIR,KAYCIEL
352,INFUVITE,GLUCAGON,HALDOL,HALDOL,HEPARIN,HALDOL,LEVOTHYROXINE,KAYEXALATE
353,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN
