,420 Score,122 Score,243 Score,252 Score,458 Score,199 Score,73 Score,Aggregate Score
MUPIROCIN,0.0,0.0,0.0,0.0,0.0,0.0,38.31634521484375,2.0
LORATADINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CISATRACURIUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VASOPRESSIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUETIAPINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIMVASTATIN,0.0,0.0,0.0,0.0,15.59792709350586,0.0,0.0,3.0
ZOCOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RESTORIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APRESOLINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NALOXONE,0.0,0.0,0.0,0.0,0.0,0.0,40.57911682128906,0.0
ALTEPLASE,0.0,0.0,0.0,0.0,0.0,0.0,10.926034927368164,1.0
PARENTERAL NUTRITION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMBIEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUAIFENESIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAYCIEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEXMEDETOMIDINE,0.0,0.0,0.0,0.0,0.0,0.0,3.99951171875,4.0
TAMSULOSIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOSYN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATENOLOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISOSORBIDE,0.0,0.0,0.0,0.0,0.0,0.0,11.152847290039062,0.0
LEVETIRACETAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATAPRES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NORCO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMDUR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIOTENE,0.0,0.0,6.705862998962402,0.0,0.0,0.0,0.0,5.0
THIAMINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
IOPAMIDOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUMETANIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FERROUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
POLYETHYLENE GLYCOL,0.0,0.0,0.2963470220565796,7.719081878662109,0.0,5.183451175689697,0.0,1.0
TICAGRELOR,0.0,0.0,2.492870807647705,0.0,0.0,0.0,0.0,0.0
MAGNESIUM CHLORIDE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LISINOPRIL,0.0,0.0,0.0,0.0,0.4295594394207001,0.0,1.1567977666854858,0.0
FLUTICASONE-SALMETEROL,0.0,0.0,0.0,0.0,0.0,0.0,2.7544302940368652,0.0
HYDROCODONE,0.0,0.0,0.0,5.317411422729492,0.0,0.0,0.5256545543670654,2.0
SIMETHICONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOTRIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEXTERONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHLORHEXIDINE,0.0,0.0,1.1234744787216187,0.0,13.23083782196045,0.5454109907150269,35.63900375366211,3.0
CLONIDINE,0.0,0.0,13.246179580688477,0.0,1.1619548797607422,0.0,0.0,2.0
XANAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHYTONADIONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
LANTUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SPIRONOLACTONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLUMAZENIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAGOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZITHROMYCIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBUPROFEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEPHULAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METHYLPREDNISOLONE,0.0,0.0,0.0,1.8719815015792847,0.0,0.0,8.51033878326416,0.0
LACTULOSE,0.0,0.0,0.0,0.0,2.878978729248047,0.0,0.0,1.0
MAALOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATROVENT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEFAZOLIN,0.0,0.0,0.0,0.0,0.0,20.049821853637695,0.7048407793045044,1.0
SEROQUEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLUCAGON,0.0,0.0,0.0,0.0,0.0,0.0,0.9142972826957703,1.0
VENTOLIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLOPIDOGREL,0.0,0.0,1.8915863037109375,0.0,0.0,0.0,0.5328282117843628,1.0
DIPRIVAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAVIX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SODIUM POLYSTYRENE SULFONATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUCCINYLCHOLINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRANSDERM-SCOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NITROGLYCERIN,0.0,0.0,1.6775407791137695,4.135959148406982,2.6759729385375977,0.0,0.49344319105148315,1.0
ALPRAZOLAM,0.0,0.0,0.0,9.469085693359375,0.0,0.0,6.919137001037598,0.0
NEOSTIGMINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENOXAPARIN,0.0,2.458270311355591,8.140451431274414,12.965529441833496,0.0,0.0,6.627119541168213,1.0
KAYEXALATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MINERAL OIL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HYDROCHLOROTHIAZIDE,0.0,0.0,0.0,22.824596405029297,0.0,0.0,0.0,0.0
BUMINATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMPAZINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAZODONE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIGOXIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WARFARIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHENERGAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
race_black,0.0,0.0,0.7983188629150391,0.0,0.7309603095054626,0.0,66.87940979003906,2.0
DEFINITY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEDROL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NICOTINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEURONTIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IOHEXOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHENYLEPHRINE,0.0,0.0,34.724063873291016,0.0,0.0,0.0,0.0,4.0
race_other,0.0,0.06908682733774185,0.05722436308860779,0.0,0.05862477421760559,0.0,0.5415518283843994,1.0
PNU-IMMUNE-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INSULIN,0.0,0.0,0.0,1.6805778741836548,0.6161009073257446,0.0,1.504063606262207,1.0
LORAZEPAM,0.0,0.0,14.59947681427002,4.0367021560668945,0.0,0.0,2.8267898559570312,1.0
NICODERM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIOTROPIUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPINEPHRINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SODIUM PHOSPHATE,0.0,0.0,0.0,0.0,0.0,0.0,5.598556041717529,1.0
ULTRAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLONOPIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERREM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONO-SOD,0.0,0.0,0.0,0.0,0.0,0.0,2.5505995750427246,0.0
CETIRIZINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARDIZEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOLPIDEM,0.0,15.301689147949219,4.884888648986816,0.0,0.0,0.0,0.0,2.0
PERCOCET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
race_asian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ETOMIDATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAT EMULSION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLARGINE,0.0,0.0,0.0,17.637357711791992,0.0,0.0,13.250560760498047,1.0
GLYCOPYRROLATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEVOFLOXACIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NARCAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEROPENEM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METOCLOPRAMIDE,0.0,0.0,0.0,2.156015634536743,0.0,0.0,0.6625533699989319,1.0
SERTRALINE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
BISACODYL,0.0,0.0,11.136072158813477,0.0,0.0,0.0,0.17497819662094116,4.0
PRAVASTATIN SODIUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INFLUENZA VAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BACITRACIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEPPRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECOTRIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
