,420,122,243,252,458,199,73,Agg
205,DIGOXIN,SPIRONOLACTONE,PRAVASTATIN SODIUM,MAGNESIUM OXIDE,VALIUM,VITAMIN,ANTICOAGULANT,THIAMINE
206,spo2_first,SUBLIMAZE,LIDOCAINE,NICODERM,TIOTROPIUM,SODIUM PHOSPHATE,bilirubin_last,LORATADINE
207,LEVOFLOXACIN,SUCCINYLCHOLINE,METRONIDAZOLE,ZOCOR,PULMICORT RESPULE,SODIUM POLYSTYRENE SULFONATE,DIPHENHYDRAMINE,TIOTROPIUM
208,TAMSULOSIN,TACROLIMUS,DEXAMETHASONE,NYSTATIN,NICODERM,SPIRONOLACTONE,LORATADINE,SODIUM PHOSPHATE
209,CLONIDINE,NEOSTIGMINE,TACROLIMUS,NORVASC,NORMODYNE,SUBLIMAZE,NICOTINE,SERTRALINE
210,EPINEPHRINE,NEOSTIGMINE METHYLSULFATE,PARENTERAL NUTRITION,MOTRIN,MINERAL OIL,SUCCINYLCHOLINE,ATROPINE,SODIUM BICARBONATE
211,MAGNESIUM OXIDE,TAMSULOSIN,PERCOCET,MUPIROCIN,MONO-SOD,TACROLIMUS,diasbp_min,MUPIROCIN
212,ALPRAZOLAM,THIAMINE,NEOSTIGMINE METHYLSULFATE,NAFCILLIN,ZOCOR,TAMSULOSIN,MIDODRINE,TICAGRELOR
213,ALLOPURINOL,TICAGRELOR,NARCAN,NALOXONE,ZESTRIL,TICAGRELOR,TRAZODONE,DILTIAZEM
214,BUMETANIDE,TIOTROPIUM,PHENERGAN,NORMODYNE,MOTRIN,TIOTROPIUM,ALLOPURINOL,METRONIDAZOLE
215,GLARGINE,QUETIAPINE,NAFCILLIN,NORCO,MUPIROCIN,TORADOL,SODIUM PHOSPHATE,LOSARTAN
216,SODIUM POLYSTYRENE SULFONATE,PULMICORT RESPULE,NEOSTIGMINE,NICARDIPINE,NAFCILLIN,TRAMADOL,HALOPERIDOL,VITAMIN
217,ETOMIDATE,PROPOFOL,NORMODYNE,NITROPRUSSIDE,XANAX,TRANDATE,POLYETHYLENE GLYCOL,PNEUMOCOCCAL
218,DILTIAZEM,PLAVIX,NEURONTIN,NARCAN,VENTOLIN,TRANSDERM-SCOP,MEROPENEM,ALPRAZOLAM
219,CITALOPRAM,PARENTERAL NUTRITION,NEXTERONE,ZESTRIL,NARCAN,VENTOLIN,CEFTRIAXONE,NITROPRUSSIDE
220,BACITRACIN,PERCOCET,NORVASC,NEOSTIGMINE,VASOPRESSIN,ULTRAM,TIOTROPIUM,LIDOCAINE
221,SPIRONOLACTONE,PHENERGAN,OPTIRAY,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE,SERTRALINE,TICAGRELOR,LEVOFLOXACIN
222,NEOSTIGMINE METHYLSULFATE,VASOPRESSIN,NICODERM,NEURONTIN,NEOSTIGMINE METHYLSULFATE,ROXICODONE,LEVOFLOXACIN,MEPERIDINE
223,FERROUS,PHENYLEPHRINE,NITRO-BID,XANAX,NEURONTIN,PERCOCET,bilirubin_max,CLONAZEPAM
224,VASOPRESSIN,PHYTONADIONE,NITROPRUSSIDE,NITRO-BID,NEXTERONE,ROCURONIUM,KETOROLAC,HALOPERIDOL
225,TRANDATE,VANCOMYCIN,OMEPRAZOLE,NEXTERONE,NICARDIPINE,PHENERGAN,WARFARIN,METFORMIN
226,TORADOL,PIPERACILLIN,NYSTATIN,SUBLIMAZE,NYSTATIN,PHYTONADIONE,PREDNISONE,CALCIUM CHLORIDE
227,TIOTROPIUM,VALIUM,NORCO,OPTIRAY,TICAGRELOR,VALIUM,PRILOCAINE,HYDROCORTISONE
228,NORVASC,PLASMA-LYTE,NICARDIPINE,RESTORIL,MILK OF MAGNESIA,PNEUMOCOCCAL,bilirubin_min,CIPROFLOXACIN
229,ULTRAM,PNEUMOCOCCAL,CEFAZOLIN,PROCHLORPERAZINE,PNU-IMMUNE-23,PNU-IMMUNE-23,CALCIUM CHLORIDE,HYDROCHLOROTHIAZIDE
230,VALIUM,PROMETHAZINE,PHYTONADIONE,TIOTROPIUM,RINGERS SOLUTION,POTASSIUM PHOSPHATE,DIAZEPAM,PHYTONADIONE
231,TRANSDERM-SCOP,PNU-IMMUNE-23,PLASMA-LYTE,PROMETHAZINE,POLYETHYLENE GLYCOL,ZOLPIDEM,CIPROFLOXACIN,PHENYLEPHRINE
232,PULMICORT RESPULE,ULTRAM,SODIUM PHOSPHATE,PULMICORT RESPULE,RESTORIL,PRAVASTATIN SODIUM,NITROPRUSSIDE,CALCIUM CARBONATE
233,VENTOLIN,TRAZODONE,SODIUM POLYSTYRENE SULFONATE,REFRESH P.M. OP OINT,POTASSIUM PHOSPHATE,ZOCOR,QUETIAPINE,ISOSORBIDE
234,TICAGRELOR,POTASSIUM PHOSPHATE,SUBLIMAZE,REGLAN,REGLAN,PRECEDEX,TAMSULOSIN,ANTICOAGULANT
235,NORMODYNE,PRAVASTATIN SODIUM,SUCCINYLCHOLINE,RINGERS SOLUTION,PRAVASTATIN SODIUM,PREDNISONE,TACROLIMUS,PLASMA-LYTE
236,XANAX,PRECEDEX,TORADOL,PRILOCAINE,NORVASC,PRILOCAINE,race_asian,DIGOXIN
237,NORCO,TRANSDERM-SCOP,TRANDATE,ROCURONIUM,PRECEDEX,PRINIVIL,ISOSORBIDE,ATROPINE
238,NITROPRUSSIDE,PRILOCAINE,TRANSDERM-SCOP,ROXICODONE,REFRESH P.M. OP OINT,PROCHLORPERAZINE,CALCIUM CARBONATE,TACROLIMUS
239,ZESTRIL,PRINIVIL,ULTRAM,SEROQUEL,PRILOCAINE,PROMETHAZINE,CLONAZEPAM,OMEPRAZOLE
240,ZOCOR,PROCHLORPERAZINE,VALIUM,SIMETHICONE,PRINIVIL,PULMICORT RESPULE,HYDROCHLOROTHIAZIDE,KETOROLAC
241,NITRO-BID,LOSARTAN,VASOPRESSIN,SUCCINYLCHOLINE,PROCHLORPERAZINE,QUETIAPINE,TORADOL,LANTUS
242,NICOTINE,DIPHENHYDRAMINE,VENTOLIN,SODIUM PHOSPHATE,QUETIAPINE,REFRESH P.M. OP OINT,ZOCOR,NICARDIPINE
243,NICODERM,LORATADINE,VITAMIN,SODIUM POLYSTYRENE SULFONATE,PNEUMOCOCCAL,REGLAN,PLASMA-LYTE,DIAZEPAM
244,ZOLPIDEM,CITALOPRAM,XANAX,PRINIVIL,PLAVIX,RESTORIL,ADVAIR DISKUS,PROMETHAZINE
245,NICARDIPINE,CARDIZEM,ZESTRIL,MONO-SOD,ROCURONIUM,RINGERS SOLUTION,PHYTONADIONE,ATENOLOL
246,NEXTERONE,CARVEDILOL,ZOCOR,VENTOLIN,PLASMA-LYTE,MAGOX,PHENYLEPHRINE,INSULIN DETEMIR
247,OPTIRAY,CATAPRES,SIMETHICONE,ULTRAM,PHYTONADIONE,DIPHENHYDRAMINE,PHENERGAN,BIOTENE
248,PARENTERAL NUTRITION,CEFAZOLIN,SEROQUEL,VASOPRESSIN,ROXICODONE,MAGNESIUM OXIDE,PERCOCET,MIDODRINE
249,SUCCINYLCHOLINE,CEFEPIME,ROXICODONE,PARENTERAL NUTRITION,SEROQUEL,CARDIZEM,PARENTERAL NUTRITION,EPINEPHRINE
250,SUBLIMAZE,CEFTRIAXONE,PROCHLORPERAZINE,PERCOCET,SERTRALINE,CATAPRES,AMBIEN,ROCURONIUM
251,PROCHLORPERAZINE,CEPHULAC,PLAVIX,PHENERGAN,SIMETHICONE,CEPHULAC,ZESTRIL,PARENTERAL NUTRITION
252,PRINIVIL,CETIRIZINE,PNU-IMMUNE-23,PHENYLEPHRINE,PHENERGAN,CETIRIZINE,OPTIRAY,OPTIRAY
253,PRILOCAINE,CHLORHEXIDINE,POTASSIUM PHOSPHATE,PHYTONADIONE,PERCOCET,CIPROFLOXACIN,AMINOCAPROIC ACID,PERCOCET
254,REFRESH P.M. OP OINT,CIPROFLOXACIN,PRECEDEX,VALIUM,PARENTERAL NUTRITION,CISATRACURIUM,OMEPRAZOLE,PHENERGAN
255,PRECEDEX,CISATRACURIUM,PRILOCAINE,PLASMA-LYTE,SUBLIMAZE,CITALOPRAM,SODIUM POLYSTYRENE SULFONATE,PLAVIX
256,PRAVASTATIN SODIUM,CLINDAMYCIN,PRINIVIL,TORADOL,OPTIRAY,CLINDAMYCIN,NYSTATIN,BUMEX
257,NEURONTIN,CALCIUM CHLORIDE,MOTRIN,TRANSDERM-SCOP,SUCCINYLCHOLINE,CLONAZEPAM,SUBLIMAZE,PNU-IMMUNE-23
258,REGLAN,CLONAZEPAM,ROCURONIUM,PLAVIX,OMEPRAZOLE,CLONIDINE,SUCCINYLCHOLINE,POTASSIUM PHOSPHATE
259,RESTORIL,CLONIDINE,PULMICORT RESPULE,PNEUMOCOCCAL,PROPOFOL,CLOPIDOGREL,NORVASC,ZOCOR
260,POLYETHYLENE GLYCOL,CLOPIDOGREL,QUETIAPINE,PNU-IMMUNE-23,MINERAL,COMPAZINE,PLAVIX,ZESTRIL
261,ROXICODONE,COMPAZINE,REFRESH P.M. OP OINT,POTASSIUM PHOSPHATE,APRESOLINE,COREG,REGLAN,XANAX
262,PNU-IMMUNE-23,COREG,REGLAN,PRAVASTATIN SODIUM,MIDODRINE,COZAAR,ULTRAM,VENTOLIN
263,PNEUMOCOCCAL,COZAAR,RESTORIL,TRANDATE,DEXAMETHASONE,DECADRON,VALIUM,VASOPRESSIN
264,PLAVIX,DECADRON,RINGERS SOLUTION,PRECEDEX,CISATRACURIUM,DEFINITY,TRANSDERM-SCOP,VALIUM
265,PLASMA-LYTE,DEFINITY,MUPIROCIN,LIPITOR,CLINDAMYCIN,DELTASONE,RESTORIL,ULTRAM
266,SEROQUEL,DELTASONE,MERREM,MINERAL OIL,ALUM HYDROXIDE,DEXAMETHASONE,PULMICORT RESPULE,TRANSDERM-SCOP
267,SERTRALINE,DEXAMETHASONE,race_hispanic,FAT EMULSION,COMPAZINE,DEXMEDETOMIDINE,NORMODYNE,TRANDATE
268,SIMETHICONE,DEXMEDETOMIDINE,FLUMAZENIL,CIPROFLOXACIN,COREG,DIAZEPAM,PROMETHAZINE,TORADOL
269,PHENERGAN,CALCIUM GLUCONATE,ECOTRIN,CISATRACURIUM,COZAAR,DIGOXIN,TRANDATE,SUCCINYLCHOLINE
270,PERCOCET,CALCIUM CARBONATE,EPHEDRINE,CITALOPRAM,DECADRON,DILTIAZEM,RINGERS SOLUTION,SUBLIMAZE
271,PROMETHAZINE,DIAZEPAM,EPINEPHRINE,CLINDAMYCIN,DEFINITY,DIPRIVAN,PRINIVIL,SODIUM POLYSTYRENE SULFONATE
272,CARDIZEM,APRESOLINE,ETOMIDATE,CLONAZEPAM,DELTASONE,DOPAMINE,VASOPRESSIN,SIMETHICONE
273,MEPERIDINE,race_asian,FAT EMULSION,CLONIDINE,DEXMEDETOMIDINE,CARVEDILOL,SIMETHICONE,SEROQUEL
274,NEOSTIGMINE,race_hispanic,BUMINATE,race_hispanic,MIDAZOLAM,CALCIUM CHLORIDE,ROCURONIUM,ROXICODONE
275,NARCAN,ADVAIR DISKUS,FLAGYL,COMPAZINE,ALTEPLASE,MAGNESIUM HYDROXIDE,PRECEDEX,RINGERS SOLUTION
276,DOPAMINE,ALBUMIN,FLOMAX,COREG,DIPRIVAN,CALCIUM CARBONATE,VENTOLIN,RESTORIL
277,FLAGYL,ALLOPURINOL,FLUTICASONE-SALMETEROL,COZAAR,DOPAMINE,race_asian,POTASSIUM PHOSPHATE,NYSTATIN
278,FLOMAX,ALPRAZOLAM,CALCIUM CARBONATE,DECADRON,ECOTRIN,race_black,ROXICODONE,QUETIAPINE
279,FLUMAZENIL,ALTEPLASE,BUMEX,DEFINITY,EPHEDRINE,ADVAIR DISKUS,XANAX,PULMICORT RESPULE
280,FLUTICASONE-SALMETEROL,ALUM HYDROXIDE,BUMETANIDE,DELTASONE,EPINEPHRINE,ALLOPURINOL,SEROQUEL,PRINIVIL
281,ECOTRIN,AMBIEN,GLUCAGEN,DIGOXIN,ETOMIDATE,ALPRAZOLAM,PNU-IMMUNE-23,PRILOCAINE
282,ATROPINE,AMINOCAPROIC ACID,GLUCAGON,DIPRIVAN,ALBUMIN,ALUM HYDROXIDE,FAT EMULSION,PRECEDEX
283,EPHEDRINE,ANTICOAGULANT,GLUCOSE,DOPAMINE,FAT EMULSION,AMBIEN,NARCAN,REGLAN
284,FAT EMULSION,ASCORBIC ACID,GLYCOPYRROLATE,ECOTRIN,CIPROFLOXACIN,AMINOCAPROIC ACID,NORCO,MAGOX
285,GLUCAGEN,BUMINATE,HALDOL,EPHEDRINE,AMBIEN,AMLODIPINE,CITALOPRAM,NORVASC
286,ASCORBIC ACID,ASPART,HALOPERIDOL,EPINEPHRINE,CETIRIZINE,ANTICOAGULANT,IBUPROFEN,FAT EMULSION
287,GUAIFENESIN,ATENOLOL,DOPAMINE,CHLORHEXIDINE,CEPHULAC,APRESOLINE,IMDUR,DIPRIVAN
288,HALDOL,ATROPINE,DIPRIVAN,CETIRIZINE,ASPART,ASCORBIC ACID,INFUVITE,DOPAMINE
289,APRESOLINE,ATROVENT,HUMULIN,CEPHULAC,ATENOLOL,ATENOLOL,CLINDAMYCIN,ECOTRIN
290,ANTICOAGULANT,AZITHROMYCIN,CARDIZEM,ATROVENT,ANTICOAGULANT,ATORVASTATIN,INSULIN DETEMIR,EPHEDRINE
291,HUMULIN,BACITRACIN,CEFTRIAXONE,AMBIEN,ATROVENT,ATROPINE,IOHEXOL,ETOMIDATE
292,HYDROCODONE,BAYER CHEWABLE,CEPHULAC,AMINOCAPROIC ACID,BACITRACIN,ATROVENT,CISATRACURIUM,ASCORBIC ACID
293,ATROVENT,BIOTENE,CETIRIZINE,ANTICOAGULANT,BAYER CHEWABLE,AZITHROMYCIN,COREG,APRESOLINE
294,DIPRIVAN,BISACODYL,CATAPRES,APRESOLINE,BIOTENE,BACITRACIN,KAYCIEL,HALDOL
295,BAYER CHEWABLE,BUMETANIDE,CIPROFLOXACIN,ASCORBIC ACID,BUMETANIDE,BAYER CHEWABLE,KAYEXALATE,FLAGYL
296,CISATRACURIUM,BUMEX,CISATRACURIUM,ASPART,BUMEX,BIOTENE,KEPPRA,FLOMAX
297,CATAPRES,DEXTROSE,CITALOPRAM,ATENOLOL,BUMINATE,BUMETANIDE,KLONOPIN,FLUMAZENIL
298,CALCIUM CHLORIDE,DIGOXIN,CLINDAMYCIN,ATROPINE,CALCIUM CARBONATE,BUMEX,CETIRIZINE,AMINOCAPROIC ACID
299,BUMINATE,LISPRO,COMPAZINE,BACITRACIN,CALCIUM CHLORIDE,BUMINATE,CEPHULAC,GLUCAGEN
300,BUMEX,KEPPRA,CALCIUM CHLORIDE,CATAPRES,CALCIUM GLUCONATE,ECOTRIN,COMPAZINE,AMBIEN
301,CEPHULAC,HYDROMORPHONE,COREG,BAYER CHEWABLE,CARDIZEM,EPHEDRINE,COZAAR,DELTASONE
302,CETIRIZINE,IBUPROFEN,COZAAR,BIOTENE,AMINOCAPROIC ACID,EPINEPHRINE,NITRO-BID,DEFINITY
303,CIPROFLOXACIN,IMDUR,DECADRON,ADVAIR DISKUS,CATAPRES,ETOMIDATE,DOPAMINE,DECADRON
304,CLINDAMYCIN,INFLUENZA VAC,DEFINITY,BUMETANIDE,CEFAZOLIN,ISOSORBIDE,EPINEPHRINE,COZAAR
305,DEXMEDETOMIDINE,INFUVITE,DELTASONE,BUMEX,CEFEPIME,KAYCIEL,FLAGYL,COREG
306,BIOTENE,INSULIN,CALCIUM GLUCONATE,BUMINATE,CEFTRIAXONE,KAYEXALATE,FLOMAX,COMPAZINE
307,COMPAZINE,IOHEXOL,DIGOXIN,CALCIUM GLUCONATE,ADVAIR DISKUS,KEPPRA,FLUMAZENIL,ATROVENT
308,COREG,IOPAMIDOL,DILTIAZEM,CARDIZEM,FERROUS,KETOROLAC,EPHEDRINE,CLINDAMYCIN
309,COZAAR,ISOSORBIDE,BAYER CHEWABLE,ETOMIDATE,FLAGYL,KLONOPIN,ECOTRIN,CITALOPRAM
310,DECADRON,KAYCIEL,BACITRACIN,MINERAL,KEPPRA,LABETALOL,DIPRIVAN,CISATRACURIUM
311,DEFINITY,KAYEXALATE,MONO-SOD,FLAGYL,LANOXIN,LACTATED RINGER,DECADRON,CETIRIZINE
312,DELTASONE,KETOROLAC,MEPERIDINE,KETOROLAC,LEVAQUIN,LACTULOSE,GLUCAGEN,CEPHULAC
313,AMBIEN,HYDROCHLOROTHIAZIDE,LISPRO,KLONOPIN,LEVEMIR,LANOXIN,GLYCOPYRROLATE,BACITRACIN
314,ALUM HYDROXIDE,KLONOPIN,ANTICOAGULANT,LACTULOSE,LEVOFLOXACIN,LANTUS,DELTASONE,BAYER CHEWABLE
315,IMDUR,LACTATED RINGER,MAALOX,LANOXIN,LIDOCAINE,LEVAQUIN,HALDOL,CATAPRES
316,METFORMIN,LANOXIN,MAGNESIUM CHLORIDE,LANTUS,LIPITOR,LEVEMIR,DEFINITY,CARDIZEM
317,MAALOX,LANTUS,MAGNESIUM OXIDE,LEVAQUIN,LORATADINE,LEVOFLOXACIN,HUMULIN,BUMETANIDE
318,MAGNESIUM CHLORIDE,LEVAQUIN,AMINOCAPROIC ACID,LEVEMIR,ASCORBIC ACID,LEVOTHYROXINE,LANOXIN,GLYCOPYRROLATE
319,MAGNESIUM HYDROXIDE,LEVEMIR,MAGOX,LIDOCAINE,LOSARTAN,LIDOCAINE,LANTUS,HUMULIN
320,MAGOX,LEVETIRACETAM,MEDROL,LORATADINE,MAALOX,LIPITOR,LEVAQUIN,NORMODYNE
321,MEDROL,LEVOFLOXACIN,MEROPENEM,LOSARTAN,MAGNESIUM CHLORIDE,LISINOPRIL,ASCORBIC ACID,NARCAN
322,MEROPENEM,LEVOTHYROXINE,LIPITOR,MAALOX,MAGNESIUM HYDROXIDE,LISPRO,MILK OF MAGNESIA,MEDROL
323,MERREM,LIPITOR,CEFEPIME,MAGNESIUM CHLORIDE,MAGOX,LORATADINE,MINERAL OIL,MERREM
324,MIDODRINE,LISINOPRIL,AMBIEN,MAGOX,MEDROL,LOSARTAN,ATENOLOL,MILK OF MAGNESIA
325,LORATADINE,HYDROCORTISONE,ALBUMIN,MEDROL,MEROPENEM,MAALOX,MOTRIN,MINERAL OIL
326,MILK OF MAGNESIA,HYDRALAZINE,ADVAIR DISKUS,MEPERIDINE,MERREM,MAGNESIUM CHLORIDE,ASPART,MOTRIN
327,MINERAL,DILTIAZEM,MIDODRINE,MERREM,METFORMIN,IOPAMIDOL,NAFCILLIN,NAFCILLIN
328,MINERAL OIL,FLUMAZENIL,MILK OF MAGNESIA,METRONIDAZOLE,METHYLPREDNISOLONE,IOHEXOL,ETOMIDATE,NEOSTIGMINE
329,MONO-SOD,DIPRIVAN,MINERAL,MIDODRINE,METRONIDAZOLE,INSULIN DETEMIR,LEVEMIR,ADVAIR DISKUS
330,MOTRIN,DOPAMINE,MINERAL OIL,MILK OF MAGNESIA,KLONOPIN,GLUCOSE,NEOSTIGMINE,NEOSTIGMINE METHYLSULFATE
331,MUPIROCIN,ECOTRIN,APRESOLINE,KEPPRA,KAYEXALATE,FAT EMULSION,NEOSTIGMINE METHYLSULFATE,NEURONTIN
332,NAFCILLIN,EPHEDRINE,ASCORBIC ACID,KAYEXALATE,FLOMAX,FERROUS,NEURONTIN,NEXTERONE
333,LOSARTAN,EPINEPHRINE,ATROVENT,KAYCIEL,KAYCIEL,FLAGYL,NEXTERONE,NICODERM
334,race_hispanic,ETOMIDATE,ATENOLOL,HALDOL,FLUMAZENIL,FLOMAX,APRESOLINE,NITRO-BID
335,INFLUENZA VAC,FAT EMULSION,ATROPINE,FLOMAX,FLUTICASONE-SALMETEROL,FLUMAZENIL,NICODERM,NORCO
336,KAYEXALATE,FENTANYL,IBUPROFEN,FLUMAZENIL,GLARGINE,FLUTICASONE-SALMETEROL,ATROVENT,BUMINATE
337,INFUVITE,FERROUS,IMDUR,FLUTICASONE-SALMETEROL,GLUCAGEN,GABAPENTIN,BACITRACIN,MAGNESIUM OXIDE
338,ALTEPLASE,FLAGYL,INFLUENZA VAC,GLUCAGEN,GLUCAGON,GLARGINE,BAYER CHEWABLE,MAGNESIUM CHLORIDE
339,INSULIN DETEMIR,FLOMAX,INFUVITE,GLUCAGON,GLYCOPYRROLATE,GLUCAGEN,BIOTENE,MAALOX
340,IOHEXOL,FLUTICASONE-SALMETEROL,INSULIN DETEMIR,GLUCOSE,GUAIFENESIN,GLUCAGON,METFORMIN,LIPITOR
341,IOPAMIDOL,HUMULIN,IOHEXOL,GLYCOPYRROLATE,HALDOL,GLYCOPYRROLATE,MERREM,LEVEMIR
342,ISOSORBIDE,FUROSEMIDE,IOPAMIDOL,GUAIFENESIN,HEPARIN,INFLUENZA VAC,BUMETANIDE,LEVAQUIN
343,KAYCIEL,GABAPENTIN,KAYCIEL,HALOPERIDOL,HUMULIN,GUAIFENESIN,MEDROL,LANOXIN
344,KEPPRA,GLARGINE,LEVEMIR,ISOSORBIDE,race_hispanic,HALDOL,MAGOX,KLONOPIN
345,LIPITOR,GLUCAGEN,KAYEXALATE,HUMULIN,HYDROCORTISONE,HALOPERIDOL,MAGNESIUM OXIDE,KEPPRA
346,KLONOPIN,GLUCAGON,KEPPRA,HYDROCORTISONE,IMDUR,HUMULIN,BUMEX,KAYEXALATE
347,LACTATED RINGER,GLUCOSE,KETOROLAC,IBUPROFEN,INFLUENZA VAC,HYDRALAZINE,MAGNESIUM CHLORIDE,KAYCIEL
348,LANOXIN,GLYCOPYRROLATE,KLONOPIN,IMDUR,INFUVITE,HYDROCHLOROTHIAZIDE,MAALOX,IOHEXOL
349,LANTUS,GUAIFENESIN,LACTULOSE,INFLUENZA VAC,INSULIN DETEMIR,HYDROCODONE,BUMINATE,INFUVITE
350,LEVAQUIN,HALDOL,LANOXIN,INFUVITE,IOHEXOL,HYDROCORTISONE,CARDIZEM,race_asian
351,LEVEMIR,HALOPERIDOL,LANTUS,INSULIN DETEMIR,IOPAMIDOL,IBUPROFEN,LIPITOR,IMDUR
352,ADVAIR DISKUS,HEPARIN,LEVAQUIN,IOHEXOL,ISOSORBIDE,IMDUR,CATAPRES,IBUPROFEN
353,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN,ZOSYN
